stocksymbol,weighted_avg_price
s1762,309.71899709738767
s17620,178.0
s17621,115.0
s17622,386.0
s17623,497.3183978275628
s17624,444.0
s17625,149.0
s17626,326.0
s17627,145.28727939295763
s17628,449.813000058401
s17629,429.0
s1763,476.0
s17630,104.3133367225894
s17631,104.0
s17632,205.53177339901478
s17633,317.0
s17634,94.0
s17635,118.09971003647928
s17636,325.2209609703001
s17637,452.0
s17638,457.0
s17639,482.0
s1764,256.0
s17640,383.0
s17641,70.0
s17642,191.0
s17643,272.0294453973699
s17644,262.0
s17645,310.0
s17646,410.0
s17647,173.01503307276008
s17648,112.0
s17649,187.0
s1765,380.0
s17650,225.5011616459933
s17651,271.0
s17652,234.0
s17653,201.0
s17654,407.3964617169374
s17655,448.0
s17656,67.0
s17657,118.0
s17658,412.2433441754006
s17659,485.0
s1766,413.66409266409266
s17660,103.0
s17661,441.0
s17662,109.0
s17663,136.0
s17664,483.8955752212389
s17665,227.0
s17666,331.0
s17667,312.0
s17668,494.4218998596163
s17669,354.0
s1767,215.76184944237917
s17670,322.0
s17671,246.41603240854408
s17672,450.0
s17673,342.0
s17674,460.6635679878306
s17675,388.0
s17676,222.0
s17677,355.0
s17678,368.32926165097643
s17679,219.4343244260444
s1768,191.0
s17680,124.0
s17681,435.0
s17682,389.0
s17683,92.51964118198875
s17684,405.0
s17685,400.0
s17686,140.0
s17687,85.0
s17688,226.0
s17689,52.0
s1769,266.0
s17690,453.0
s17691,195.0
s17692,375.9218872576488
s17693,486.38280832888415
s17694,237.06387570133793
s17695,261.0
s17696,321.0
s17697,288.54169240271773
s17698,453.89420582300374
s17699,321.0
s177,464.0
s1770,384.0
s17700,141.0
s17701,325.0
s17702,155.41225522346107
s17703,365.0
s17704,453.0
s17705,251.0
s17706,314.0
s17707,173.0
s17708,284.0
s17709,120.0
s1771,229.38546703995928
s17710,399.0
s17711,134.59562591508052
s17712,83.0
s17713,350.0
s17714,80.0
s17715,375.0
s17716,85.0
s17717,137.0
s17718,194.0
s17719,467.0
s1772,203.4360596475373
s17720,166.0
s17721,241.295755362848
s17722,429.0
s17723,320.0
s17724,431.0
s17725,321.0
s17726,434.8899499772624
s17727,137.0
s17728,83.0
s17729,469.0
s1773,209.0
s17730,264.7014958696138
s17731,380.49456656988804
s17732,64.0
s17733,267.0
s17734,188.0
s17735,441.0
s17736,269.30060324151464
s17737,474.43447189922483
s17738,146.31613756613757
s17739,284.0
s1774,171.0
s17740,227.3248584306021
s17741,100.0
s17742,474.35331230283913
s17743,200.0
s17744,386.0
s17745,261.4898035781309
s17746,388.0
s17747,215.0
s17748,171.1874894049839
s17749,277.9258182360397
s1775,156.0
s17750,278.0
s17751,253.0
s17752,247.0
s17753,488.0
s17754,194.0
s17755,202.0
s17756,106.0
s17757,449.0
s17758,313.0
s17759,462.0
s1776,262.0
s17760,499.0
s17761,341.3144705761528
s17762,323.0
s17763,400.1572711493472
s17764,117.0
s17765,159.0
s17766,270.0
s17767,322.0
s17768,211.0
s17769,345.83411441499675
s1777,308.47506481622696
s17770,430.46317204301073
s17771,96.0
s17772,142.0
s17773,408.7927441860465
s17774,125.0
s17775,448.81663685152057
s17776,373.0
s17777,149.0
s17778,367.19493177387915
s17779,55.0
s1778,72.3153711790393
s17780,473.0
s17781,75.0
s17782,332.0
s17783,102.48203812316716
s17784,300.1768680445151
s17785,316.0
s17786,426.0
s17787,97.0
s17788,151.64935290039287
s17789,92.18002250281285
s1779,210.5446868084722
s17790,475.0
s17791,239.0
s17792,105.0
s17793,135.0
s17794,332.0
s17795,305.0
s17796,331.0
s17797,473.0
s17798,88.0
s17799,484.0
s178,494.5854843849586
s1780,418.4645965505149
s17800,363.0
s17801,484.0
s17802,122.49817613340281
s17803,466.0
s17804,323.8593924711144
s17805,419.0
s17806,163.68266628685373
s17807,487.0
s17808,362.0
s17809,295.0
s1781,422.0
s17810,426.599156802335
s17811,422.6357894736842
s17812,489.0
s17813,320.0
s17814,420.0
s17815,415.0
s17816,448.0
s17817,170.0
s17818,143.0
s17819,280.04798464491364
s1782,360.76308766167114
s17820,67.0
s17821,243.8830769230769
s17822,135.0
s17823,201.0
s17824,71.0
s17825,58.0
s17826,473.0
s17827,458.69026119629115
s17828,265.0
s17829,282.782134333447
s1783,142.4253721424774
s17830,490.0
s17831,133.15440384050163
s17832,96.33565845869401
s17833,391.0
s17834,457.0
s17835,240.0
s17836,174.0
s17837,382.42747608884673
s17838,457.0
s17839,313.0
s1784,273.0
s17840,56.0
s17841,342.0
s17842,63.834475695265105
s17843,353.0
s17844,163.0
s17845,126.0
s17846,385.0
s17847,430.7964917850623
s17848,256.0
s17849,97.1195158850227
s1785,72.54763576779027
s17850,398.65895786658956
s17851,75.0
s17852,60.0
s17853,451.72377409124175
s17854,170.9379776601999
s17855,263.97998831434415
s17856,402.0
s17857,328.11000098921755
s17858,109.27313501747906
s17859,161.0
s1786,175.17096922370234
s17860,244.0
s17861,221.0
s17862,298.0
s17863,180.0
s17864,367.0
s17865,335.0
s17866,80.0
s17867,117.0
s17868,441.0
s17869,132.0
s1787,369.1025765678172
s17870,444.0
s17871,402.0
s17872,445.993245693563
s17873,148.0
s17874,183.0
s17875,165.0
s17876,85.0
s17877,199.74517490952957
s17878,167.0
s17879,295.0
s1788,485.0
s17880,187.9718875502008
s17881,391.0
s17882,307.0
s17883,96.1835291145636
s17884,148.0
s17885,158.0
s17886,137.3816371681416
s17887,367.0
s17888,127.84731956810002
s17889,437.0
s1789,157.0
s17890,476.0
s17891,367.0
s17892,415.0
s17893,260.0
s17894,167.0
s17895,231.0
s17896,415.0
s17897,215.52190923317684
s17898,355.374775583483
s17899,313.0
s179,197.93394271137802
s1790,71.0
s17900,214.0
s17901,138.0
s17902,134.0
s17903,440.0
s17904,464.0
s17905,252.0
s17906,82.06381923394875
s17907,247.23159967904297
s17908,282.0
s17909,162.0466564573762
s1791,142.0
s17910,300.78494254190053
s17911,193.0
s17912,187.0
s17913,296.0
s17914,134.0
s17915,269.0
s17916,189.0
s17917,397.0
s17918,74.0
s17919,212.0
s1792,127.74305926321409
s17920,240.0
s17921,416.0
s17922,190.0
s17923,234.0
s17924,430.0593436702161
s17925,358.88842454394694
s17926,284.0
s17927,421.91899374097255
s17928,247.0
s17929,407.0
s1793,90.0
s17930,437.35830277632266
s17931,332.0
s17932,497.9629477433053
s17933,178.0
s17934,278.0
s17935,387.0
s17936,349.0
s17937,253.01715384615386
s17938,273.0
s17939,255.0
s1794,209.24989054823175
s17940,473.0
s17941,326.0
s17942,391.0
s17943,50.0
s17944,430.0
s17945,183.74356046187032
s17946,157.0
s17947,348.0
s17948,212.0
s17949,345.0
s1795,230.0
s17950,103.0
s17951,441.0
s17952,92.0
s17953,305.0
s17954,324.28592702903944
s17955,436.0
s17956,402.0
s17957,463.0
s17958,140.3041205785827
s17959,99.0
s1796,73.0
s17960,233.0
s17961,480.0
s17962,126.0
s17963,173.56368518207753
s17964,416.0
s17965,481.0
s17966,173.0
s17967,436.0
s17968,337.0
s17969,251.0
s1797,363.0
s17970,184.0
s17971,254.0
s17972,375.2266070602744
s17973,355.0
s17974,151.0
s17975,334.0
s17976,370.54067695961993
s17977,180.0
s17978,311.0
s17979,116.0
s1798,491.0
s17980,401.0
s17981,478.0
s17982,296.8867801473945
s17983,430.0
s17984,249.0
s17985,452.0
s17986,118.0
s17987,257.0
s17988,447.0
s17989,362.5987317245024
s1799,330.8641707920792
s17990,346.57666822211854
s17991,224.01829652996847
s17992,341.91783169477765
s17993,114.0
s17994,59.558959887119535
s17995,286.0
s17996,374.0
s17997,398.0
s17998,393.23413288049244
s17999,422.0
s18,396.0
s180,412.0
s1800,85.95987452620572
s18000,170.0
s18001,356.519105362436
s18002,248.0
s18003,117.0
s18004,188.0
s18005,102.0
s18006,185.0
s18007,321.1374687991125
s18008,212.0
s18009,398.0
s1801,278.62406015037595
s18010,378.8334368621883
s18011,229.0
s18012,229.0
s18013,221.82556431147322
s18014,136.0
s18015,183.0
s18016,391.0
s18017,343.73416105001775
s18018,107.0
s18019,292.0
s1802,399.0
s18020,109.0
s18021,307.0
s18022,76.0
s18023,53.17587641117053
s18024,452.0
s18025,190.0
s18026,103.27635284268209
s18027,150.0
s18028,156.0
s18029,149.0
s1803,410.0
s18030,395.0
s18031,358.0
s18032,258.54457309611223
s18033,454.0
s18034,428.41364702322414
s18035,222.0
s18036,229.0
s18037,191.0
s18038,267.0
s18039,180.8927738927739
s1804,71.34687978234994
s18040,101.0
s18041,377.0844586590855
s18042,492.0
s18043,129.0
s18044,439.0
s18045,405.68915535643697
s18046,345.57390814842614
s18047,334.08517674726244
s18048,462.0
s18049,325.0
s1805,411.0
s18050,243.0
s18051,255.0
s18052,252.0
s18053,116.0
s18054,299.0
s18055,114.0
s18056,362.0
s18057,401.0
s18058,71.33425473102275
s18059,360.0
s1806,183.0
s18060,352.68124585818424
s18061,130.84867751780266
s18062,101.0
s18063,400.0
s18064,151.0
s18065,131.25737504174552
s18066,408.05019360390077
s18067,167.0
s18068,150.70530418573122
s18069,177.40042350449974
s1807,261.28535825545174
s18070,369.0
s18071,417.0
s18072,143.80740798993395
s18073,83.0
s18074,112.0
s18075,184.0
s18076,154.0
s18077,144.0
s18078,205.0
s18079,496.3378363656172
s1808,341.0
s18080,194.0
s18081,375.96677711893966
s18082,257.0
s18083,313.0
s18084,243.0
s18085,457.0
s18086,78.0
s18087,177.0
s18088,499.0
s18089,207.1647467941752
s1809,254.92609465957986
s18090,342.0
s18091,84.0
s18092,88.0
s18093,253.6296672077922
s18094,429.0
s18095,269.0
s18096,234.0
s18097,238.0
s18098,307.0
s18099,474.0
s181,370.7917263977063
s1810,174.78472354170626
s18100,57.0
s18101,367.88781367885844
s18102,415.0
s18103,226.0
s18104,440.0
s18105,285.0
s18106,310.89167327517845
s18107,250.0
s18108,340.0
s18109,455.0
s1811,125.0
s18110,482.5551955565841
s18111,321.0
s18112,91.0
s18113,459.0
s18114,202.0
s18115,135.0
s18116,145.0
s18117,71.0
s18118,141.0
s18119,195.91726535341832
s1812,473.02071801360114
s18120,438.85475784359335
s18121,453.6225652333701
s18122,82.0
s18123,206.2640218878249
s18124,214.0
s18125,465.0
s18126,482.467152367793
s18127,354.28790492620277
s18128,69.43526752072344
s18129,363.8410607974021
s1813,315.0
s18130,407.0
s18131,236.0
s18132,161.0
s18133,211.0
s18134,432.0
s18135,226.0
s18136,123.0
s18137,418.0
s18138,311.0
s18139,198.0
s1814,375.0
s18140,127.0
s18141,406.0
s18142,265.5293924825175
s18143,244.0314436442807
s18144,70.0
s18145,53.0
s18146,83.81100757134537
s18147,90.00982347661315
s18148,384.0
s18149,171.48915410750067
s1815,325.0
s18150,473.0
s18151,65.0
s18152,284.1665977676726
s18153,151.0
s18154,107.0
s18155,181.0
s18156,326.5406140691799
s18157,270.0
s18158,361.8742876877914
s18159,50.0
s1816,387.0
s18160,368.0
s18161,141.0
s18162,423.5720233139051
s18163,56.0
s18164,210.0
s18165,241.0
s18166,306.0
s18167,158.0
s18168,96.0
s18169,201.0
s1817,171.48444206008583
s18170,298.0
s18171,168.5109170305677
s18172,291.0
s18173,314.0
s18174,75.9746192893401
s18175,445.9422023304267
s18176,295.0
s18177,199.0
s18178,246.44507575757575
s18179,439.0
s1818,302.0
s18180,482.0
s18181,480.2535594899096
s18182,249.0
s18183,379.0
s18184,494.0
s18185,419.0
s18186,242.0
s18187,318.600422832981
s18188,261.48554463155847
s18189,258.84663485272335
s1819,485.0
s18190,288.0
s18191,95.0
s18192,423.0
s18193,268.10086333965046
s18194,464.0
s18195,230.89236248516028
s18196,260.0
s18197,118.51529698359246
s18198,322.0
s18199,195.0
s182,117.0
s1820,50.083361803894775
s18200,441.0
s18201,206.0
s18202,412.0
s18203,281.0
s18204,99.0
s18205,317.0
s18206,431.0
s18207,148.0
s18208,428.7315544774611
s18209,458.0
s1821,434.0
s18210,459.0
s18211,83.0
s18212,85.0
s18213,396.69221043373096
s18214,457.17776856935666
s18215,487.0
s18216,76.13663366336634
s18217,408.0
s18218,158.0
s18219,52.0
s1822,383.4363932898416
s18220,164.15483919110514
s18221,323.0
s18222,256.5882939807117
s18223,53.0
s18224,279.0
s18225,469.0
s18226,196.0
s18227,360.0
s18228,487.0
s18229,318.0
s1823,398.0
s18230,79.0
s18231,131.8590021691974
s18232,249.0
s18233,440.7296105804555
s18234,134.0
s18235,139.0
s18236,149.0
s18237,273.0
s18238,453.17981413442834
s18239,398.0
s1824,63.0
s18240,56.0
s18241,82.0
s18242,244.0
s18243,468.0
s18244,344.0
s18245,157.0
s18246,334.0
s18247,407.0
s18248,208.64806172016384
s18249,178.0
s1825,209.0
s18250,367.0
s18251,369.0
s18252,432.0
s18253,156.0
s18254,252.0
s18255,376.0
s18256,334.0
s18257,320.3027185892726
s18258,230.74628362435112
s18259,243.0
s1826,408.0
s18260,482.0
s18261,439.0
s18262,384.0
s18263,332.0
s18264,76.0
s18265,268.0
s18266,259.0
s18267,117.0
s18268,90.0
s18269,247.0
s1827,172.0
s18270,61.0
s18271,363.6014553014553
s18272,400.0
s18273,181.0
s18274,373.93159716499093
s18275,313.0
s18276,257.0023952095808
s18277,237.0
s18278,468.0
s18279,438.0
s1828,216.0
s18280,349.0
s18281,244.92493613676558
s18282,134.0
s18283,112.0
s18284,309.0
s18285,434.0
s18286,132.00951557093427
s18287,241.0
s18288,488.414042636417
s18289,409.7157408664946
s1829,374.0
s18290,420.0
s18291,113.0
s18292,313.0
s18293,203.0
s18294,369.0
s18295,277.0
s18296,126.0
s18297,180.0
s18298,465.0219176592158
s18299,213.0
s183,395.0
s1830,148.0
s18300,139.0404912581787
s18301,51.0
s18302,286.0
s18303,453.0
s18304,63.0
s18305,407.0
s18306,100.0
s18307,269.0
s18308,175.01674025018397
s18309,245.0
s1831,250.43868965928755
s18310,308.56510671627177
s18311,76.0
s18312,281.5881033746262
s18313,89.0
s18314,72.0
s18315,118.0
s18316,416.0
s18317,170.0
s18318,277.0
s18319,288.0
s1832,488.0
s18320,336.0
s18321,336.0
s18322,200.0
s18323,109.0
s18324,184.0
s18325,483.0
s18326,322.5169825721918
s18327,196.0
s18328,400.0
s18329,140.9876284336339
s1833,225.0
s18330,169.0
s18331,490.9179516466781
s18332,250.0
s18333,438.29575267673545
s18334,83.547248989742
s18335,88.0
s18336,477.0
s18337,203.0
s18338,159.0
s18339,356.0
s1834,486.0
s18340,405.80931899641575
s18341,380.0
s18342,420.0
s18343,440.0
s18344,488.0
s18345,169.0
s18346,159.0
s18347,70.0
s18348,330.0199403360025
s18349,115.0
s1835,341.0
s18350,134.0
s18351,343.0
s18352,355.0
s18353,291.0
s18354,74.0
s18355,454.0
s18356,58.0
s18357,328.0
s18358,166.0
s18359,456.0
s1836,175.0
s18360,162.0
s18361,477.0
s18362,377.6132488114105
s18363,304.0
s18364,110.0
s18365,235.86925358378645
s18366,65.0
s18367,321.0
s18368,451.0
s18369,310.97761361092455
s1837,92.0
s18370,320.14800208348834
s18371,186.52937087243657
s18372,413.0
s18373,181.0
s18374,327.0
s18375,444.0
s18376,396.0
s18377,274.0
s18378,319.0
s18379,100.82557318091324
s1838,352.0
s18380,197.0
s18381,429.0
s18382,117.80872517748739
s18383,344.90288127173375
s18384,53.12512105365098
s18385,107.0
s18386,168.0
s18387,230.0
s18388,444.0
s18389,183.0
s1839,164.0
s18390,451.0
s18391,440.0
s18392,153.5460823373174
s18393,261.3808562779299
s18394,243.0
s18395,324.02369402985073
s18396,403.0
s18397,369.0
s18398,245.0
s18399,467.0
s184,74.0
s1840,336.2544910179641
s18400,238.0
s18401,370.0
s18402,172.0
s18403,356.0
s18404,85.0
s18405,218.0
s18406,439.0
s18407,487.0081543045319
s18408,199.0
s18409,324.0
s1841,142.0
s18410,283.0
s18411,279.0
s18412,357.0
s18413,334.67799340339036
s18414,498.0
s18415,336.0
s18416,421.0
s18417,107.61250940230283
s18418,350.83629452841865
s18419,83.0
s1842,84.34869120061818
s18420,455.59473783834943
s18421,259.0
s18422,419.0
s18423,56.38691455130497
s18424,346.3194726166329
s18425,228.0
s18426,191.5503641854681
s18427,115.87820835430297
s18428,115.08632596685082
s18429,435.65194075587334
s1843,164.49496514329977
s18430,316.0
s18431,271.0
s18432,486.0
s18433,166.0
s18434,426.0
s18435,137.0
s18436,492.0
s18437,408.0
s18438,369.0
s18439,385.9436683776233
s1844,214.87826296162638
s18440,238.99523076923077
s18441,66.0
s18442,467.0
s18443,348.0
s18444,278.0
s18445,461.0
s18446,70.0
s18447,116.0
s18448,140.7804823415217
s18449,292.0
s1845,359.0
s18450,422.0
s18451,427.46330520958884
s18452,420.0
s18453,458.0
s18454,370.0
s18455,313.0
s18456,171.14332036316472
s18457,185.0
s18458,464.0
s18459,209.64396493594066
s1846,318.0
s18460,299.9915067631331
s18461,385.0
s18462,359.0
s18463,382.0
s18464,458.0
s18465,445.0
s18466,256.0
s18467,485.0
s18468,123.0
s18469,280.0
s1847,130.0
s18470,296.0
s18471,54.0
s18472,425.0
s18473,322.0
s18474,84.87924435115447
s18475,474.0
s18476,63.0259199456106
s18477,165.98437121395688
s18478,128.0
s18479,176.0
s1848,473.0
s18480,427.0
s18481,238.0
s18482,283.0
s18483,403.0
s18484,256.27534113060426
s18485,406.0
s18486,162.0
s18487,253.60941936747284
s18488,265.0
s18489,328.0
s1849,91.30487892505569
s18490,76.42644636880412
s18491,441.0
s18492,166.0
s18493,92.28851221422975
s18494,477.0
s18495,59.0
s18496,451.0
s18497,290.9529668275969
s18498,323.0
s18499,431.0
s185,71.0
s1850,219.33006834704628
s18500,491.0
s18501,92.0
s18502,113.04440867342107
s18503,444.0
s18504,427.68083356183166
s18505,415.0
s18506,436.0
s18507,416.61673872760963
s18508,408.0
s18509,178.0
s1851,443.0
s18510,490.2682834227137
s18511,244.38879538350565
s18512,135.0
s18513,206.0
s18514,438.538767525269
s18515,404.0
s18516,149.0
s18517,486.0
s18518,403.0
s18519,70.01839766731463
s1852,312.0
s18520,117.04244031830238
s18521,496.0
s18522,354.0691541590686
s18523,371.51354343493983
s18524,347.0
s18525,232.39490103270225
s18526,309.0
s18527,283.0
s18528,429.8087081799264
s18529,341.0
s1853,310.0
s18530,261.45893054024253
s18531,238.0
s18532,441.19258920402564
s18533,109.0
s18534,83.54903047091413
s18535,233.0
s18536,132.69495639665558
s18537,54.898529791075575
s18538,306.0
s18539,78.73133976924888
s1854,414.0
s18540,104.0
s18541,295.0
s18542,113.0
s18543,151.35970591462745
s18544,307.0
s18545,231.0
s18546,437.7225298588491
s18547,336.0
s18548,149.0
s18549,449.79301853105954
s1855,325.0
s18550,398.0
s18551,275.0
s18552,81.72459617367396
s18553,205.0
s18554,497.58084364531345
s18555,258.0
s18556,488.0
s18557,265.0
s18558,87.0
s18559,56.33046431289888
s1856,332.0
s18560,401.0
s18561,283.0433710174717
s18562,286.0
s18563,374.0
s18564,155.14282235480337
s18565,156.0
s18566,365.17538116978204
s18567,446.0
s18568,190.26369220269578
s18569,389.0
s1857,123.59043280182232
s18570,129.0
s18571,472.0
s18572,110.0
s18573,286.0
s18574,155.0
s18575,222.0
s18576,231.0
s18577,445.0632790789996
s18578,475.74006928406465
s18579,438.0
s1858,302.0
s18580,355.89755606166784
s18581,399.32941576086955
s18582,434.47731811697577
s18583,495.9120776699029
s18584,236.0
s18585,124.37937595129375
s18586,400.0819529206626
s18587,106.0
s18588,150.33227232537578
s18589,250.0
s1859,395.53441608662024
s18590,194.0
s18591,62.35533294048321
s18592,363.0
s18593,298.0
s18594,58.64865415467672
s18595,449.0
s18596,161.0
s18597,62.0
s18598,117.0
s18599,388.9639714823911
s186,115.61044273339749
s1860,296.0
s18600,364.0
s18601,319.0
s18602,355.0
s18603,80.0
s18604,366.88119805101746
s18605,293.0
s18606,53.0
s18607,438.0
s18608,455.0
s18609,433.0
s1861,413.0
s18610,155.0
s18611,344.0
s18612,112.69722233519053
s18613,367.6913425345044
s18614,449.0
s18615,175.87595699625345
s18616,368.0
s18617,157.94753139514881
s18618,483.0
s18619,324.0
s1862,443.6666666666667
s18620,297.0
s18621,480.0
s18622,399.0
s18623,440.0
s18624,482.0
s18625,343.0
s18626,303.0
s18627,454.0
s18628,344.0
s18629,105.0
s1863,292.188279365731
s18630,161.45698980117442
s18631,359.0
s18632,90.0
s18633,146.42065663474693
s18634,354.0
s18635,70.0
s18636,201.81688525765068
s18637,253.0
s18638,101.0
s18639,462.46506912442396
s1864,453.0
s18640,297.0
s18641,362.0
s18642,344.0
s18643,172.0
s18644,397.0
s18645,299.0
s18646,253.0
s18647,308.0
s18648,252.0
s18649,135.21713736507468
s1865,69.0
s18650,165.00172057811426
s18651,327.31812738160045
s18652,189.0
s18653,116.21016597510373
s18654,344.0
s18655,234.0
s18656,302.13246980292433
s18657,364.4024704065877
s18658,292.0
s18659,161.0
s1866,196.0
s18660,168.3049320621575
s18661,218.3082248684575
s18662,410.0
s18663,410.0
s18664,102.56629431762991
s18665,128.0
s18666,165.0
s18667,301.8623196387267
s18668,174.0
s18669,96.0
s1867,182.0
s18670,205.92421602787456
s18671,444.0
s18672,332.0
s18673,186.0
s18674,425.0
s18675,348.0
s18676,463.0
s18677,364.6960676797744
s18678,60.0
s18679,386.0
s1868,130.0
s18680,417.0
s18681,135.0
s18682,379.0
s18683,301.93232950550737
s18684,358.0
s18685,352.0
s18686,282.0
s18687,174.96967624259005
s18688,387.0
s18689,90.25348189415041
s1869,52.0
s18690,203.0
s18691,367.0
s18692,97.0
s18693,467.0
s18694,211.0
s18695,362.0
s18696,346.2903225806452
s18697,180.0
s18698,478.42957264957266
s18699,156.0
s187,249.0
s1870,400.0
s18700,159.0
s18701,400.0
s18702,421.0
s18703,479.0
s18704,194.71601986389553
s18705,444.0
s18706,373.0
s18707,407.0
s18708,460.0
s18709,490.0
s1871,417.0183713489524
s18710,458.9738798975192
s18711,211.65413121054075
s18712,386.0
s18713,437.0
s18714,367.0
s18715,231.0
s18716,104.16501025398328
s18717,230.21510495563732
s18718,119.0
s18719,288.0
s1872,302.0
s18720,405.35766301628774
s18721,331.0
s18722,184.26196570258512
s18723,154.0
s18724,160.0
s18725,139.0
s18726,85.63142808969819
s18727,356.0
s18728,252.0
s18729,318.0
s1873,264.0
s18730,372.0
s18731,323.1977186311787
s18732,374.0
s18733,153.0
s18734,407.0
s18735,220.0
s18736,169.0
s18737,82.5083011788028
s18738,485.0
s18739,243.29052945563012
s1874,349.0
s18740,247.0
s18741,364.8950971731449
s18742,337.0
s18743,196.4263925729443
s18744,85.27010760532555
s18745,461.4586587331102
s18746,351.0
s18747,238.0
s18748,488.0
s18749,495.0
s1875,61.0
s18750,100.0
s18751,482.0627802690583
s18752,67.0
s18753,453.0
s18754,232.0
s18755,417.0
s18756,276.4491905597815
s18757,473.3996325867307
s18758,305.0114759324195
s18759,114.0
s1876,497.19061774268465
s18760,50.0
s18761,498.0
s18762,411.0
s18763,118.0
s18764,91.0
s18765,483.3866014871936
s18766,337.0
s18767,137.0
s18768,277.0
s18769,364.0
s1877,477.0
s18770,302.3678150331614
s18771,119.0
s18772,177.6471934311482
s18773,55.0
s18774,343.0
s18775,371.0
s18776,122.0
s18777,216.0
s18778,455.0
s18779,406.59213139801375
s1878,414.86870071991774
s18780,363.0632768361582
s18781,71.0
s18782,102.68709395302349
s18783,50.0
s18784,213.0
s18785,90.0
s18786,431.7674664411796
s18787,85.0
s18788,313.0
s18789,59.0
s1879,152.26442981982953
s18790,209.0
s18791,151.0
s18792,423.60350318471336
s18793,102.0
s18794,159.0
s18795,482.6457517669192
s18796,149.0
s18797,456.0
s18798,312.0
s18799,377.0
s188,474.0
s1880,380.0
s18800,58.0
s18801,297.0
s18802,289.0
s18803,117.0
s18804,281.51231751824815
s18805,184.0
s18806,327.9612630430335
s18807,50.0
s18808,140.41186415760072
s18809,214.0
s1881,487.55207259228706
s18810,146.0
s18811,154.0
s18812,182.0
s18813,58.0
s18814,144.0
s18815,144.0
s18816,403.2011577424023
s18817,208.00891265597147
s18818,451.03891011461894
s18819,196.0
s1882,310.0
s18820,453.0
s18821,402.0
s18822,269.0
s18823,294.0
s18824,81.0
s18825,156.39778129952455
s18826,399.27678936605315
s18827,218.0
s18828,99.45979614949037
s18829,74.0
s1883,318.0
s18830,81.39079679652504
s18831,395.0
s18832,483.232725262576
s18833,207.0
s18834,51.0
s18835,321.0
s18836,224.0
s18837,254.0
s18838,230.79144364434518
s18839,61.456855284153676
s1884,499.0
s18840,389.0
s18841,98.0
s18842,55.0
s18843,136.0
s18844,431.0
s18845,105.0
s18846,193.0
s18847,370.0
s18848,489.0
s18849,385.0
s1885,337.0
s18850,89.0
s18851,403.14216819049534
s18852,466.0
s18853,215.0
s18854,64.0
s18855,57.0
s18856,157.0
s18857,455.0
s18858,447.0
s18859,167.96346459017605
s1886,469.0
s18860,433.1612956673018
s18861,308.0
s18862,390.0
s18863,250.0
s18864,345.0
s18865,389.0
s18866,443.0
s18867,291.0
s18868,108.55037946874376
s18869,83.0
s1887,403.0
s18870,335.0
s18871,172.0
s18872,109.0
s18873,424.0
s18874,140.0
s18875,55.65423143350605
s18876,341.0
s18877,380.0
s18878,361.0
s18879,420.0
s1888,369.0
s18880,380.8776763935315
s18881,297.0
s18882,166.48980195093114
s18883,230.0
s18884,177.0
s18885,87.0
s18886,152.8821787277878
s18887,315.49871552518056
s18888,382.0
s18889,474.46173507743197
s1889,158.0
s18890,224.7107402652974
s18891,349.0
s18892,472.0
s18893,492.0
s18894,67.87912310971278
s18895,409.0
s18896,110.0
s18897,132.0
s18898,404.0
s18899,338.0
s189,95.0
s1890,201.0
s18900,263.0
s18901,317.0
s18902,161.0
s18903,247.0
s18904,392.0
s18905,374.0
s18906,305.0
s18907,357.2808474313208
s18908,372.0
s18909,224.1665854371771
s1891,494.9374282433984
s18910,462.0
s18911,253.0
s18912,271.0
s18913,86.66583644665836
s18914,275.0206090433713
s18915,237.0
s18916,223.0
s18917,205.60726361928616
s18918,271.0
s18919,69.15853095875242
s1892,469.68846375327917
s18920,239.0
s18921,222.0
s18922,421.3890935887988
s18923,462.4628158844765
s18924,312.41824283099453
s18925,107.0
s18926,96.0
s18927,498.0
s18928,135.0
s18929,450.0
s1893,262.0
s18930,446.680066307501
s18931,279.4405552918842
s18932,218.79011175076192
s18933,243.0
s18934,208.57633333333334
s18935,462.51774483378256
s18936,289.0
s18937,455.0
s18938,156.0
s18939,96.0
s1894,396.0
s18940,413.0
s18941,70.16255757247359
s18942,58.0
s18943,390.0
s18944,395.4621014849743
s18945,406.0
s18946,190.83693571991444
s18947,180.0
s18948,351.7478881041407
s18949,377.0
s1895,491.0
s18950,87.0
s18951,117.0
s18952,191.69988258317025
s18953,254.0
s18954,69.0
s18955,132.44733511461118
s18956,288.0
s18957,199.0
s18958,443.0
s18959,400.0
s1896,489.0
s18960,438.0
s18961,158.0
s18962,453.0
s18963,446.0
s18964,168.0
s18965,65.0
s18966,242.0
s18967,446.0
s18968,367.0
s18969,443.0
s1897,342.99037032249726
s18970,256.0
s18971,390.0
s18972,150.38328401540952
s18973,287.0
s18974,199.0
s18975,492.0
s18976,296.0
s18977,93.74573183427025
s18978,383.0
s18979,315.0
s1898,336.0
s18980,237.0
s18981,438.0
s18982,98.0
s18983,456.0
s18984,239.7535156587007
s18985,394.68859589506593
s18986,135.0
s18987,462.1968584950957
s18988,413.672808988764
s18989,243.0
s1899,71.0
s18990,437.4579661824244
s18991,392.0
s18992,338.0
s18993,396.0
s18994,441.4566192240203
s18995,257.0
s18996,145.0
s18997,120.0
s18998,63.0
s18999,312.0
s19,213.0
s190,418.0
s1900,380.8863387055945
s19000,387.0
s19001,473.0
s19002,165.94646294513956
s19003,465.0
