stocksymbol,time,quantity,price,unweighted_moving_avg_price
s16663,24841,6861,86,86.0
s6846,24842,6468,98,98.0
s53381,24843,5346,79,79.0
s12134,24844,1489,383,381.0
s26156,24845,4482,100,100.0
s58435,24846,5990,295,297.0
s46545,24847,5592,140,140.0
s39670,24848,3802,236,236.0
s4356,24849,481,188,187.0
s68071,24850,448,374,372.5
s16098,24851,7679,70,70.0
s27636,24852,4484,290,290.0
s26067,24853,3704,105,103.0
s35636,24854,1307,131,131.0
s27445,24855,9508,443,443.0
s34821,24856,5485,51,51.0
s54314,24857,3662,197,197.0
s60309,24858,3190,329,329.0
s41745,24859,9216,71,72.5
s17005,24860,1454,304,304.0
s41671,24861,159,302,302.0
s46951,24862,6042,471,471.0
s17093,24863,866,227,227.0
s34645,24864,1198,255,255.0
s57162,24865,3260,392,392.0
s60328,24866,3520,251,251.0
s56423,24867,3820,210,210.0
s6877,24868,6046,70,70.0
s929,24869,845,484,484.0
s5563,24870,4666,289,289.0
s62369,24871,1386,445,445.0
s37401,24872,4991,484,486.5
s66485,24873,571,220,220.0
s51468,24874,6381,202,202.0
s61808,24875,4967,443,443.0
s28555,24876,5326,113,113.0
s34077,24877,6723,61,61.0
s27017,24878,3563,285,285.0
s32496,24879,8227,427,427.0
s18908,24880,2238,372,372.0
s28513,24881,2436,316,316.0
s18284,24882,6489,309,309.0
s19168,24883,3203,96,96.0
s21630,24884,6981,119,121.5
s4811,24885,4577,225,225.0
s67930,24886,1797,364,364.0
s36869,24887,1793,328,328.0
s22444,24888,6106,200,202.5
s35388,24889,4867,333,333.0
s39767,24890,9502,446,446.0
s29444,24891,2383,60,60.0
s16395,24892,914,300,300.0
s4671,24893,1079,269,269.0
s28060,24894,2380,188,188.0
s16417,24895,9982,192,192.0
s12626,24896,2915,459,459.0
s67497,24897,5132,133,133.0
s56130,24898,1280,115,113.0
s12901,24899,8400,291,291.0
s51551,24900,3692,150,150.0
s65283,24901,1764,316,316.0
s21733,24902,5938,415,415.0
s60199,24903,9528,57,57.0
s61493,24904,9038,438,436.5
s60884,24905,4315,247,247.0
s27138,24906,3697,271,271.0
s27819,24907,4637,459,459.0
s43347,24908,5458,230,230.0
s35665,24909,9539,286,286.0
s64885,24910,8678,245,245.0
s24426,24911,2441,331,331.0
s19483,24912,3523,484,484.0
s6088,24913,6102,350,352.0
s39124,24914,9673,292,292.0
s37839,24915,7101,378,378.0
s60203,24916,2209,222,224.5
s62046,24917,4718,269,269.0
s5352,24918,7786,140,140.0
s56685,24919,6275,411,411.0
s50945,24920,1636,316,314.0
s36060,24921,420,278,278.0
s38394,24922,2813,124,124.0
s58252,24923,1531,156,156.0
s24821,24924,8824,141,141.0
s38379,24925,9506,446,446.0
s36455,24926,2562,221,221.0
s20,24927,5302,360,360.0
s67277,24928,414,271,271.0
s328,24929,888,270,270.0
s37017,24930,4991,59,59.0
s11979,24931,4270,241,241.0
s8754,24932,4428,343,343.0
s39676,24933,5082,345,345.0
s18918,24934,8500,271,271.0
s62882,24935,1968,415,416.3333333333333
s16838,24936,9638,178,178.5
s17174,24937,4247,283,283.0
s47733,24938,526,75,75.0
s24761,24939,2662,485,485.0
s27316,24940,9672,187,185.5
s13351,24941,9414,446,446.0
s60383,24942,9792,269,269.0
s49424,24943,9340,335,335.0
s29015,24944,6146,120,120.0
s57711,24945,3144,346,344.0
s63863,24946,9122,137,137.0
s51213,24947,1245,262,262.0
s29339,24948,2906,470,470.0
s25355,24949,3362,194,194.0
s59625,24950,6743,140,141.5
s69191,24951,4752,343,343.0
s11547,24952,5720,257,257.0
s53681,24953,9079,275,275.0
s12259,24954,5887,247,247.0
s41176,24955,6927,125,125.0
s53842,24956,3201,122,122.0
s55971,24957,589,232,232.0
s17962,24958,7407,126,126.0
s57271,24959,2467,280,280.0
s13888,24960,2214,497,497.0
s63810,24961,2367,398,398.0
s53047,24962,7216,214,214.0
s16145,24963,8316,370,370.0
s37873,24964,7423,250,250.0
s39107,24965,3001,262,262.0
s13755,24966,7691,464,464.0
s21203,24967,881,301,302.6666666666667
s26153,24968,873,117,117.0
s55949,24969,1271,150,151.0
s3621,24970,9216,418,418.0
s54029,24971,1569,424,424.0
s28106,24972,914,88,89.5
s45898,24973,6225,448,448.0
s53744,24974,557,493,493.5
s64522,24975,236,143,143.0
s33608,24976,2607,386,386.0
s29821,24977,8316,240,240.0
s20999,24978,5776,172,172.0
s47137,24979,3422,256,256.0
s57932,24980,7135,217,217.0
s47871,24981,3249,467,467.0
s42546,24982,3617,447,447.0
s4121,24983,6496,294,294.0
s60389,24984,2665,229,229.0
s38864,24985,9723,444,444.0
s50945,24986,5363,319,315.6666666666667
s6631,24987,1512,382,382.0
s21882,24988,8659,305,305.0
s16757,24989,7497,459,459.0
s24238,24990,2330,303,303.0
s48067,24991,8071,445,445.0
s44747,24992,2568,500,500.0
s9015,24993,7444,103,103.0
s43253,24994,2014,401,400.5
s69893,24995,564,212,212.0
s45493,24996,8079,485,485.0
s22961,24997,2286,211,211.0
s13605,24998,5323,190,190.0
s50534,24999,2380,327,327.0
s10164,25000,5852,279,279.0
s4918,25001,4003,181,181.0
s54434,25002,4378,102,102.0
s31094,25003,1733,126,126.0
s56077,25004,1007,395,395.0
s24333,25005,3567,104,104.0
s39460,25006,5161,115,115.0
s31439,25007,2273,91,91.0
s24268,25008,7757,169,169.0
s41349,25009,2301,305,306.5
s4528,25010,5164,463,463.0
s27432,25011,1067,81,83.0
s69088,25012,8751,133,133.0
s61117,25013,6417,223,223.0
s50186,25014,8745,70,72.0
s45520,25015,7187,69,69.0
s30347,25016,9617,466,466.0
s16119,25017,4480,439,439.0
s36646,25018,9979,354,354.0
s5579,25019,4136,474,474.0
s37300,25020,1351,184,184.0
s16171,25021,3481,100,100.0
s20240,25022,4857,415,413.5
s67191,25023,631,117,117.0
s54541,25024,5318,107,107.0
s9215,25025,2437,210,210.0
s27506,25026,8019,222,222.0
s2432,25027,5596,93,93.0
s11132,25028,3012,320,317.5
s18216,25029,6540,75,76.0
s60426,25030,1293,348,348.0
s17584,25031,9356,156,156.0
s2163,25032,8783,157,157.0
s24718,25033,8211,182,182.0
s24036,25034,5590,465,465.0
s55914,25035,2718,181,181.0
s59906,25036,5394,429,429.0
s28976,25037,4095,236,236.0
s4229,25038,7410,89,89.0
s64150,25039,6724,405,404.0
s38979,25040,500,468,470.0
s6410,25041,9764,265,261.3333333333333
s4979,25042,2380,393,393.0
s9638,25043,563,87,87.0
s4648,25044,4504,229,229.0
s69817,25045,7547,256,258.5
s59019,25046,1812,497,497.0
s48483,25047,7086,200,200.0
s15577,25048,7408,496,496.0
s44457,25049,810,62,62.0
s30731,25050,3125,136,135.5
s33638,25051,3820,93,93.0
s30483,25052,4231,145,145.0
s49296,25053,322,491,491.0
s14713,25054,3836,451,451.0
s9640,25055,3417,128,128.0
s53701,25056,4869,148,148.0
s58678,25057,545,415,416.5
s58463,25058,3399,223,223.0
s37769,25059,4420,85,85.0
s24476,25060,6467,436,436.0
s3351,25061,9342,373,373.0
s41007,25062,7566,144,144.0
s30029,25063,606,262,262.0
s11166,25064,3458,262,262.0
s59174,25065,5137,338,338.0
s5263,25066,2595,168,168.0
s27282,25067,2672,80,80.0
s55526,25068,6114,103,103.0
s18265,25069,7929,268,268.0
s31927,25070,3890,448,448.0
s33981,25071,6668,443,443.0
s32489,25072,8601,232,234.5
s11540,25073,5225,266,266.0
s17920,25074,7508,240,240.0
s3088,25075,6046,281,281.0
s69507,25076,4674,327,327.0
s6389,25077,3221,289,289.0
s62640,25078,5196,414,416.5
s50469,25079,5418,319,319.0
s30282,25080,4922,70,68.0
s56737,25081,2014,475,475.5
s37603,25082,2938,125,125.0
s22987,25083,9564,75,75.0
s20332,25084,3062,367,367.0
s59958,25085,2595,414,414.0
s11674,25086,6024,373,373.0
s42945,25087,8869,155,155.0
s10089,25088,8085,220,220.0
s2398,25089,2289,128,128.0
s29048,25090,7829,255,255.0
s54948,25091,6783,341,341.0
s4270,25092,1063,353,353.0
s53159,25093,9528,323,323.0
s67307,25094,4726,90,90.0
s45885,25095,3076,111,112.5
s40321,25096,1433,361,363.0
s46936,25097,2820,236,236.0
s38040,25098,2577,105,105.0
s37662,25099,767,251,251.0
s66558,25100,4469,171,171.0
s17033,25101,1943,91,90.0
s24379,25102,1248,444,444.0
s7400,25103,8243,248,246.5
s38531,25104,6963,251,251.0
s64081,25105,6046,442,442.0
s43665,25106,261,78,78.0
s57869,25107,6652,54,54.0
s11625,25108,7558,308,308.0
s28598,25109,4473,411,411.0
s65778,25110,4202,187,189.0
s68760,25111,9126,304,304.0
s14167,25112,1320,184,184.0
s17357,25113,8551,299,299.0
s8000,25114,7435,100,100.0
s19197,25115,5441,90,87.5
s3112,25116,9970,241,241.0
s63774,25117,9329,444,444.0
s18870,25118,6552,335,335.0
s57324,25119,803,474,474.0
s33445,25120,2094,271,271.0
s3379,25121,4493,204,204.0
s65806,25122,9059,475,475.0
s1453,25123,7181,431,431.0
s43757,25124,7299,159,157.0
s45137,25125,7723,147,143.66666666666666
s21175,25126,163,469,469.0
s10675,25127,9334,240,240.0
s57952,25128,5284,359,359.0
s27407,25129,9091,456,455.0
s52077,25130,1276,338,337.0
s68707,25131,590,207,207.0
s35863,25132,6757,95,93.5
s64202,25133,7195,219,218.5
s21461,25134,6382,324,324.0
s2798,25135,8620,431,431.0
s38524,25136,2537,175,175.0
s5414,25137,7794,216,216.0
s54252,25138,9958,125,125.0
s1047,25139,8267,196,193.5
s13112,25140,3306,390,390.0
s21080,25141,1822,99,99.0
s26667,25142,8625,82,84.5
s46298,25143,9856,88,88.0
s62009,25144,7853,489,489.0
s52681,25145,1903,405,404.0
s34386,25146,6952,490,490.0
s45449,25147,1545,80,79.0
s41504,25148,2032,228,228.0
s28388,25149,1193,99,99.0
s42105,25150,6248,215,215.0
s64066,25151,6712,79,77.0
s50565,25152,4780,479,479.0
s30191,25153,2629,184,184.0
s15956,25154,3784,444,444.0
s7668,25155,9351,322,322.0
s68045,25156,1761,464,464.0
s65703,25157,6564,256,256.0
s50960,25158,2369,413,413.0
s52597,25159,3849,404,404.0
s25180,25160,8138,113,113.0
s64473,25161,7522,85,85.0
s29053,25162,7173,333,333.0
s39621,25163,1722,463,463.0
s69079,25164,6772,118,118.0
s7835,25165,8419,171,171.0
s18625,25166,7773,343,343.0
s2773,25167,2255,432,432.0
s6561,25168,5115,457,455.0
s14824,25169,393,458,458.0
s43290,25170,9449,258,256.0
s7086,25171,7347,211,211.0
s33691,25172,903,371,372.5
s38727,25173,4021,130,130.0
s69322,25174,9044,195,195.0
s3736,25175,7283,413,414.0
s36010,25176,5083,437,437.0
s21610,25177,9921,154,154.0
s52683,25178,4095,490,490.0
s66594,25179,6222,331,331.0
s19457,25180,5738,226,226.0
s54251,25181,1594,315,312.5
s40546,25182,1370,149,149.0
s12427,25183,6193,215,215.0
s34056,25184,843,228,228.0
s52477,25185,1316,492,492.0
s43281,25186,2667,314,314.0
s48010,25187,644,409,409.0
s63325,25188,6844,489,486.5
s66155,25189,6755,102,102.0
s15565,25190,328,61,59.5
s21957,25191,5440,466,468.0
s64079,25192,1832,110,110.0
s45150,25193,3188,149,149.0
s9106,25194,9975,306,307.5
s23515,25195,9363,205,205.0
s31937,25196,1773,308,308.0
s45638,25197,6587,225,225.0
s40938,25198,7873,139,139.0
s60405,25199,500,383,383.0
s2735,25200,5883,56,56.0
s24322,25201,2614,159,161.5
s56811,25202,464,495,495.0
s20548,25203,8423,226,226.0
s65510,25204,2967,500,500.0
s2565,25205,4426,92,92.0
s30064,25206,4846,93,90.66666666666667
s36518,25207,2477,379,379.0
s36773,25208,547,449,449.0
s28006,25209,5133,74,74.0
s37884,25210,6276,305,305.0
s12343,25211,5513,420,420.0
s31228,25212,9820,61,61.0
s28969,25213,6641,89,89.0
s29259,25214,7524,476,476.0
s34166,25215,870,200,200.0
s18841,25216,925,98,98.0
s6418,25217,8677,316,316.0
s10118,25218,2112,208,207.0
s54589,25219,9681,196,196.0
s48887,25220,2854,97,99.0
s47358,25221,5795,124,126.5
s61491,25222,2409,469,469.5
s40021,25223,9047,447,447.0
s58812,25224,7656,234,234.0
s40792,25225,6889,222,222.0
s67816,25226,5175,371,371.0
s49550,25227,5296,129,129.0
s18666,25228,2082,165,165.0
s32523,25229,6249,340,340.0
s563,25230,7965,84,81.5
s64487,25231,2206,277,277.0
s9551,25232,5398,397,397.0
s54932,25233,8654,58,58.0
s37875,25234,3592,126,126.0
s21090,25235,880,163,163.0
s23318,25236,9737,265,265.0
s1642,25237,9578,73,73.0
s28539,25238,6012,356,356.0
s963,25239,1584,110,110.0
s54649,25240,7208,369,369.0
s13468,25241,734,129,129.0
s48426,25242,5292,81,81.0
s13542,25243,735,424,424.0
s35167,25244,897,80,78.5
s8227,25245,651,451,453.0
s53796,25246,3265,331,331.0
s31270,25247,5678,292,292.0
s32545,25248,4428,81,81.0
s26729,25249,604,267,267.0
s11691,25250,6829,463,463.0
s43395,25251,3733,369,369.0
s61450,25252,6049,209,209.0
s20801,25253,3004,218,220.0
s53325,25254,6885,63,63.0
s34901,25255,1150,275,274.0
s4749,25256,8127,89,88.0
s56230,25257,3704,303,303.0
s31790,25258,5822,416,416.0
s28590,25259,3049,351,351.0
s34071,25260,610,116,116.0
s63784,25261,6774,385,385.0
s40986,25262,3880,274,274.0
s12092,25263,4066,66,66.0
s41062,25264,7048,220,220.0
s63364,25265,6455,455,455.0
s824,25266,6923,121,121.0
s27546,25267,1417,288,288.0
s51044,25268,1119,190,190.0
s27880,25269,7720,300,300.0
s68466,25270,5930,330,330.0
s40700,25271,1613,333,332.0
s63429,25272,3547,298,298.0
s42032,25273,3215,500,500.0
s45531,25274,7890,185,185.0
s55824,25275,3724,230,230.0
s30045,25276,4471,352,352.0
s45029,25277,7289,469,469.0
s1868,25278,1833,130,130.0
s41984,25279,798,109,109.0
s20960,25280,1627,244,244.0
s64404,25281,8740,193,193.0
s23657,25282,4377,90,90.0
s39689,25283,5042,280,280.0
s48091,25284,7635,269,269.0
s50790,25285,337,380,380.0
s53431,25286,6061,479,479.0
s14611,25287,7854,89,89.0
s1224,25288,2567,363,363.0
s52571,25289,9225,57,57.0
s28316,25290,6840,211,209.0
s23651,25291,6679,409,409.0
s58247,25292,7772,403,403.0
s37957,25293,4009,184,184.0
s57801,25294,6734,358,358.0
s8633,25295,449,268,268.0
s13963,25296,2299,447,447.0
s45798,25297,8867,366,366.0
s28475,25298,7850,219,219.0
s49383,25299,9221,438,439.5
s25057,25300,6924,182,182.0
s61099,25301,8175,298,298.0
s33391,25302,5568,172,172.0
s21898,25303,593,302,299.5
s3839,25304,5830,337,337.0
s18281,25305,7920,243,245.0
s10165,25306,2544,269,266.5
s54092,25307,3524,155,157.0
s56632,25308,9039,311,311.0
s24309,25309,1435,451,451.0
s7187,25310,5478,188,189.5
s29727,25311,4839,418,418.0
s66762,25312,7973,140,142.0
s25439,25313,5487,496,495.5
s317,25314,2165,271,271.0
s23845,25315,4267,484,485.0
s47079,25316,9809,162,162.0
s25579,25317,7892,207,207.0
s22334,25318,895,196,198.0
s1375,25319,5495,293,293.0
s55807,25320,1453,482,484.0
s13095,25321,2169,267,267.0
s59365,25322,6928,200,200.0
s69590,25323,3261,283,283.0
s43670,25324,7163,122,122.0
s44465,25325,6040,133,133.0
s4355,25326,2172,181,183.0
s53999,25327,1759,172,172.0
s7184,25328,9676,114,114.0
s51374,25329,7805,168,168.0
s68634,25330,1496,480,480.0
s53441,25331,6490,130,130.0
s21066,25332,9966,380,380.0
s1014,25333,9545,391,391.0
s18096,25334,9177,234,234.0
s50564,25335,1881,274,274.0
s50452,25336,630,366,366.0
s32630,25337,5220,225,223.5
s19577,25338,8535,114,114.0
s9750,25339,961,470,470.0
s64650,25340,2999,351,351.0
s23203,25341,1881,460,460.0
s59033,25342,5514,88,88.0
s45212,25343,213,172,172.0
s65147,25344,1480,250,249.0
s59034,25345,6419,397,397.0
s52536,25346,3706,410,410.0
s48126,25347,8274,372,372.0
s22085,25348,5399,201,202.33333333333334
s68281,25349,3144,192,192.0
s7422,25350,1323,328,328.0
s27341,25351,7131,384,384.0
s24826,25352,1362,99,99.0
s31906,25353,5626,287,287.0
s47483,25354,2948,500,500.0
s33778,25355,5106,311,311.0
s30971,25356,9793,78,78.0
s9773,25357,1639,480,480.0
s65388,25358,265,424,424.0
s34832,25359,4640,182,182.0
s28347,25360,9257,414,414.0
s41721,25361,3432,355,355.0
s5050,25362,3630,286,286.0
s11185,25363,9011,309,306.5
s65931,25364,8497,455,455.0
s55066,25365,1277,130,130.0
s21515,25366,3167,223,224.0
s1850,25367,4197,220,218.0
s66512,25368,2312,64,64.0
s1588,25369,6652,335,335.0
s23291,25370,3619,192,192.0
s54021,25371,6503,240,240.0
s26949,25372,4703,235,231.66666666666666
s22055,25373,1464,431,431.0
s59711,25374,6916,51,51.0
s51630,25375,1176,88,88.0
s20782,25376,6087,454,455.0
s23706,25377,5633,180,180.0
s11747,25378,6923,440,440.0
s5850,25379,6190,452,452.0
s22097,25380,8780,268,266.0
s31679,25381,6655,366,366.0
s15542,25382,1872,115,115.0
s25380,25383,5009,418,418.0
s15985,25384,4372,169,169.0
s46964,25385,7789,463,464.0
s294,25386,2944,77,77.0
s8661,25387,1172,397,397.0
s47441,25388,9989,409,409.0
s39797,25389,4326,170,170.5
s16252,25390,4447,154,154.0
s28061,25391,4754,291,291.5
s32968,25392,4354,416,416.0
s46445,25393,6850,241,243.0
s25655,25394,7187,368,368.0
s11166,25395,2308,260,261.0
s47615,25396,4872,258,258.0
s8153,25397,6631,292,292.0
s44331,25398,7998,60,60.0
s6866,25399,5597,385,385.0
s21235,25400,8441,484,484.0
s24451,25401,9497,114,114.0
s37286,25402,6538,317,317.0
s52345,25403,4969,326,326.0
s66992,25404,8312,252,252.0
s68113,25405,8528,455,456.5
s58141,25406,7894,428,428.0
s58010,25407,2235,391,391.0
s45043,25408,3593,330,330.0
s19576,25409,1552,230,230.0
s53437,25410,3573,313,312.0
s5633,25411,6108,324,324.0
s10984,25412,8445,431,431.0
s54149,25413,7937,96,96.0
s39276,25414,3206,82,82.0
s10065,25415,9090,132,132.0
s3504,25416,3058,445,445.0
s2536,25417,2288,128,128.0
s7475,25418,3492,419,419.0
s30258,25419,2801,460,458.0
s30154,25420,7145,167,167.0
s14401,25421,5692,173,173.0
s36539,25422,6093,378,378.0
s22721,25423,2793,243,243.0
s63770,25424,6158,276,276.0
s49009,25425,1903,179,179.0
s2487,25426,6756,385,385.0
s28130,25427,5562,123,120.33333333333333
s52795,25428,8761,292,292.0
s58856,25429,355,149,149.0
s3079,25430,7784,169,168.5
s24409,25431,8019,458,458.0
s44706,25432,4781,497,497.0
s43502,25433,2141,121,121.0
s28607,25434,4494,446,446.0
s57025,25435,1937,446,448.5
s24928,25436,3322,426,426.0
s40150,25437,1702,404,404.0
s17189,25438,6590,191,191.0
s68510,25439,600,84,86.5
s69163,25440,9895,83,83.0
s14758,25441,833,345,345.0
s18010,25442,6573,378,379.0
s35740,25443,1184,118,119.5
s44031,25444,9578,209,209.0
s21753,25445,3720,355,355.0
s51582,25446,681,500,500.0
s19034,25447,6806,177,177.0
s12905,25448,6658,153,153.0
s15784,25449,1070,87,86.5
s21460,25450,6857,198,198.0
s47722,25451,171,242,242.0
s11565,25452,6435,248,248.0
s52300,25453,5350,159,159.0
s61303,25454,6765,353,353.0
s35529,25455,4023,363,363.0
s56608,25456,8203,57,57.0
s28833,25457,368,120,122.0
s55546,25458,9840,497,498.0
s5210,25459,6217,347,347.0
s4081,25460,9617,355,353.0
s38541,25461,3797,275,275.0
s66354,25462,6560,94,94.0
s65373,25463,6495,144,144.0
s37306,25464,2534,115,116.0
s58796,25465,810,248,248.0
s24565,25466,9715,162,162.0
s20245,25467,7245,401,401.5
s35104,25468,6978,347,347.0
s8885,25469,8204,321,321.0
s33541,25470,9002,173,173.0
s67572,25471,7162,485,485.0
s27883,25472,4724,379,379.0
s31701,25473,336,413,413.0
s34153,25474,9077,188,188.0
s59069,25475,908,171,171.0
s14643,25476,1759,430,430.0
s41414,25477,6674,463,463.0
s54297,25478,1080,84,84.0
s35153,25479,3237,115,119.66666666666667
s30339,25480,8665,269,269.0
s57892,25481,1134,61,59.5
s58795,25482,2704,185,187.0
s35590,25483,8426,102,102.0
s63790,25484,1073,352,352.0
s36036,25485,5631,400,400.0
s6097,25486,1156,176,176.0
s44844,25487,9728,175,172.33333333333334
s60110,25488,6650,418,418.0
s11132,25489,6845,323,319.3333333333333
s61080,25490,6718,213,213.0
s56534,25491,2549,277,277.0
s47370,25492,1755,256,256.0
s44273,25493,1441,403,403.0
s57979,25494,3843,426,426.0
s58824,25495,1137,153,153.0
s19355,25496,6816,195,195.0
s872,25497,2366,73,73.0
s68426,25498,4939,200,200.0
s14958,25499,911,446,446.0
s3298,25500,3522,500,500.0
s25699,25501,9047,54,54.0
s37150,25502,5705,341,341.0
s3592,25503,7705,163,163.0
s61353,25504,1765,106,106.0
s49966,25505,5374,233,231.5
s26851,25506,1753,231,231.0
s25436,25507,8595,440,440.0
s50663,25508,6198,167,166.5
s50412,25509,2789,314,314.0
s38159,25510,6239,93,91.5
s69203,25511,5862,329,329.0
s22393,25512,6163,74,74.0
s43941,25513,8153,388,388.0
s20846,25514,487,362,362.0
s64065,25515,9266,293,293.0
s53530,25516,2663,325,325.0
s59897,25517,4725,309,309.0
s51291,25518,8472,361,361.0
s26580,25519,6856,151,153.5
s6488,25520,3481,227,227.0
s33857,25521,9264,325,325.0
s34873,25522,3659,305,305.0
s2364,25523,6730,122,122.0
s21468,25524,4996,359,359.0
s6838,25525,347,107,107.0
s65966,25526,419,79,79.0
s62336,25527,524,332,332.0
s25793,25528,5067,62,59.5
s42783,25529,4417,56,56.0
s42228,25530,5329,481,481.0
s10447,25531,9442,332,329.5
s13293,25532,1786,283,283.0
s24884,25533,2825,100,100.0
s33257,25534,9094,249,249.0
s57985,25535,955,269,269.0
s32633,25536,4560,466,466.0
s7321,25537,9306,160,157.5
s51722,25538,1010,281,281.0
s9266,25539,5222,126,126.0
s20507,25540,4941,449,449.0
s4848,25541,8851,500,500.0
s38269,25542,753,68,68.0
s3072,25543,1928,148,148.0
s12226,25544,5152,252,252.0
s32842,25545,9544,477,477.0
s19205,25546,2505,204,204.0
s60507,25547,351,103,102.0
s56762,25548,158,95,95.5
s63527,25549,4718,161,161.0
s27817,25550,115,209,209.0
s24809,25551,5450,475,475.0
s12275,25552,4656,288,288.0
s25852,25553,4447,125,125.0
s62154,25554,4673,207,208.66666666666666
s65616,25555,2601,323,323.0
s35052,25556,7265,206,206.0
s58370,25557,6040,173,174.5
s65186,25558,817,319,319.0
s40793,25559,3122,95,95.0
s35732,25560,9859,497,497.0
s6644,25561,3094,172,172.0
s12262,25562,2477,156,156.0
s3508,25563,3022,247,247.0
s18089,25564,9960,208,208.0
s21611,25565,2175,294,294.0
s20096,25566,3304,180,180.0
s5099,25567,2537,476,476.0
s49615,25568,2188,220,220.0
s11177,25569,4458,389,389.0
s9885,25570,1485,181,181.5
s42505,25571,5901,91,91.0
s1667,25572,628,343,343.0
s21530,25573,2903,471,471.0
s41353,25574,7739,212,212.0
s37318,25575,5294,447,446.5
s21994,25576,3620,395,395.0
s48855,25577,7507,251,251.0
s25446,25578,4244,57,57.0
s14217,25579,2798,128,127.5
s49580,25580,393,306,306.0
s62338,25581,8985,231,230.5
s7278,25582,9706,377,377.0
s25943,25583,2544,56,56.0
s34910,25584,3980,133,133.0
s35382,25585,1921,365,363.0
s60300,25586,6340,442,442.0
s33019,25587,5812,212,212.0
s4797,25588,9453,218,218.0
s57121,25589,4105,452,449.5
s32836,25590,8079,144,144.0
s55360,25591,3998,172,172.0
s18518,25592,2419,403,403.0
s51313,25593,7838,169,169.0
s38325,25594,5579,69,69.0
s33369,25595,9115,56,56.0
s59725,25596,4213,250,250.0
s42248,25597,6140,134,134.0
s63773,25598,934,473,473.0
s19194,25599,2353,61,60.333333333333336
s35829,25600,4305,238,238.0
s21640,25601,7874,99,99.0
s33500,25602,5401,111,111.0
s21355,25603,2852,359,359.0
s10300,25604,9190,413,413.0
s32694,25605,3896,419,419.0
s67370,25606,8103,105,105.0
s41942,25607,2793,82,82.0
s69889,25608,581,232,231.0
s1478,25609,4182,409,409.0
s69878,25610,9855,487,487.0
s39854,25611,800,261,261.0
s64757,25612,2304,69,69.0
s66535,25613,728,94,94.0
s10732,25614,143,195,195.0
s59004,25615,7078,207,207.0
s38761,25616,7316,489,489.0
s3212,25617,1998,214,214.0
s8838,25618,9721,343,343.0
s21857,25619,8778,147,147.0
s7479,25620,8090,252,251.0
s47849,25621,3809,72,72.0
s32132,25622,4914,414,413.0
s32641,25623,1854,367,367.0
s33488,25624,9028,439,439.0
s69281,25625,1263,151,151.0
s14892,25626,2923,415,417.0
s11488,25627,1746,336,336.0
s6594,25628,496,237,237.0
s11456,25629,5121,396,398.0
s33119,25630,501,390,390.0
s56158,25631,557,118,117.33333333333333
s23322,25632,5042,473,473.0
s34168,25633,3735,392,392.0
s5365,25634,7061,78,78.0
s33639,25635,5694,60,60.0
s58091,25636,5879,446,446.0
s26770,25637,2481,231,231.0
s43254,25638,8942,118,118.0
s18876,25639,8793,341,341.0
s6580,25640,6031,344,344.0
s44486,25641,5944,399,399.0
s25019,25642,8023,139,134.66666666666666
s57749,25643,9097,466,466.0
s54603,25644,327,122,122.0
s45600,25645,3372,362,362.0
s36286,25646,1780,345,345.0
s17384,25647,6533,147,147.0
s61640,25648,4730,60,60.0
s28986,25649,5245,54,54.0
s38665,25650,8894,159,159.0
s19908,25651,1812,468,468.0
s18897,25652,2286,132,132.0
s10838,25653,3825,164,164.0
s14207,25654,397,201,201.0
s64276,25655,6969,239,239.0
s20617,25656,7654,442,442.0
s57893,25657,2688,426,426.0
s21311,25658,2814,79,79.0
s43919,25659,7834,192,192.0
s30450,25660,899,204,204.0
s68442,25661,2584,346,347.5
s29700,25662,5314,227,227.0
s58517,25663,9487,61,61.0
s1120,25664,1587,298,298.0
s1183,25665,3015,122,122.0
s12370,25666,2218,426,424.0
s58071,25667,574,270,268.5
s31970,25668,7345,114,114.0
s61923,25669,5974,179,179.0
s33054,25670,8769,272,272.0
s9039,25671,6580,156,156.0
s10266,25672,2821,248,246.0
s5463,25673,2895,338,338.0
s9117,25674,7542,461,461.0
s38550,25675,9432,106,106.0
s48723,25676,6163,374,374.0
s17857,25677,9831,328,328.0
s62321,25678,2032,126,126.0
s34490,25679,4902,429,429.0
s3870,25680,1119,96,96.0
s60871,25681,5347,311,311.0
s64807,25682,2695,183,185.0
s19212,25683,3296,409,409.0
s52661,25684,3228,72,72.0
s27605,25685,7763,435,435.5
s46028,25686,8861,75,76.0
s63966,25687,7455,371,371.0
s11436,25688,8594,206,206.0
s50701,25689,9542,342,342.0
s67520,25690,7270,129,129.0
s20953,25691,6796,449,447.0
s54288,25692,7047,373,373.0
s61352,25693,2045,486,486.0
s11507,25694,9449,127,127.0
s31960,25695,5400,487,487.0
s23287,25696,3173,226,226.0
s57675,25697,5936,73,73.0
s62761,25698,2351,428,428.0
s43590,25699,3237,453,453.0
s30744,25700,8309,317,317.0
s54719,25701,5577,351,351.0
s40022,25702,9790,444,444.0
s53445,25703,9583,310,310.0
s15598,25704,4255,84,84.0
s20022,25705,9127,278,278.0
s46763,25706,4162,148,148.0
s30996,25707,7382,136,133.5
s2855,25708,5680,485,485.0
s45622,25709,287,413,413.0
s33155,25710,2850,73,73.0
s16774,25711,5674,302,302.0
s14526,25712,3833,320,320.0
s59903,25713,5862,68,68.0
s28355,25714,6422,353,353.0
s10948,25715,5261,130,130.0
