stocksymbol,time,quantity,price
s28917,2511,2845,299
s26907,2512,4389,367
s24818,2513,3326,54
s41512,2514,967,477
s30161,2515,3852,312
s9958,2516,2783,456
s15900,2517,6144,238
s12913,2518,3809,245
s36037,2519,3794,90
s35813,2520,5791,420
s22965,2521,7676,378
s24437,2522,3961,283
s34674,2523,809,163
s29448,2524,9207,415
s19503,2525,8875,223
s937,2526,7486,276
s16733,2527,2205,385
s33975,2528,6918,51
s6338,2529,3444,159
s49255,2530,3191,466
s24555,2531,6271,490
s19914,2532,541,266
s5158,2533,3276,226
s5871,2534,9564,338
s24304,2535,9810,359
s6836,2536,549,451
s45400,2537,6372,274
s32365,2538,334,119
s34822,2539,3714,433
s30812,2540,1760,500
s45698,2541,7594,443
s38837,2542,5517,73
s13921,2543,8737,100
s1865,2544,368,214
s25188,2545,4100,219
s9128,2546,2317,494
s44169,2547,1797,272
s5706,2548,3008,115
s27861,2549,9544,258
s9595,2550,5955,117
s3356,2551,2682,103
s19330,2552,1898,343
s6713,2553,8747,420
s24880,2554,6948,209
s29231,2555,4547,293
s25546,2556,1469,149
s32575,2557,3841,192
s17786,2558,1489,315
s1319,2559,1886,131
s18924,2560,9925,100
s19084,2561,6261,438
s49754,2562,8972,255
s41581,2563,932,243
s7288,2564,3064,216
s31498,2565,3604,263
s5913,2566,1271,482
s4490,2567,3479,389
s22253,2568,8605,99
s25629,2569,8600,188
s28458,2570,8521,281
s39831,2571,8712,458
s45235,2572,6322,305
s37547,2573,7803,287
s21808,2574,1306,88
s7958,2575,594,495
s5672,2576,9624,490
s17931,2577,833,398
s27092,2578,9693,174
s22814,2579,3352,384
s16444,2580,2749,55
s41328,2581,7522,371
s31365,2582,6618,142
s30877,2583,6066,485
s29994,2584,7988,159
s41199,2585,1516,247
s4117,2586,9992,239
s33704,2587,7143,499
s19489,2588,2567,333
s45162,2589,5369,338
s20896,2590,1473,257
s44711,2591,1234,233
s44432,2592,9007,385
s7514,2593,2570,453
s47417,2594,537,367
s5954,2595,1604,58
s22182,2596,283,170
s49495,2597,7116,271
s13865,2598,7761,456
s24089,2599,5463,324
s26169,2600,765,374
s29052,2601,8984,142
s3973,2602,7929,167
s35286,2603,3700,300
s5338,2604,7563,354
s7934,2605,7478,448
s12896,2606,3447,86
s48757,2607,5779,316
s27852,2608,3211,257
s10880,2609,5414,291
s516,2610,4765,378
s7268,2611,8571,222
s2449,2612,8499,257
s24449,2613,8637,223
s44422,2614,8960,291
s21615,2615,3837,385
s40400,2616,3132,237
s4923,2617,7900,201
s16916,2618,5180,167
s25060,2619,3744,325
s4219,2620,7765,407
s21507,2621,2638,147
s29940,2622,4226,436
s11281,2623,1784,438
s25315,2624,4250,125
s43484,2625,9824,160
s26516,2626,9555,364
s42249,2627,1885,90
s15972,2628,9477,415
s25463,2629,7003,423
s26711,2630,8319,415
s16097,2631,6953,469
s41980,2632,1948,99
s48226,2633,4002,300
s15302,2634,6066,359
s46668,2635,7120,194
s30134,2636,8301,326
s2386,2637,7507,433
s14414,2638,2966,67
s12100,2639,6279,304
s28667,2640,7727,387
s30660,2641,2847,152
s7144,2642,9305,194
s28589,2643,2596,312
s14716,2644,1430,312
s10947,2645,2937,253
s29182,2646,9758,381
s32464,2647,6069,394
s24698,2648,4834,347
s39970,2649,418,176
s43136,2650,1319,429
s21975,2651,568,165
s2673,2652,8691,57
s29596,2653,1739,141
s35045,2654,1661,458
s31869,2655,9328,119
s31789,2656,4312,373
s42937,2657,4849,256
s37224,2658,3522,152
s9855,2659,1067,136
s13848,2660,9473,278
s26591,2661,3832,475
s39120,2662,9472,456
s8981,2663,9615,224
s43557,2664,9707,344
s1410,2665,2619,456
s16947,2666,8127,433
s25765,2667,5094,73
s10565,2668,3393,166
s9426,2669,2706,447
s4643,2670,1284,169
s9335,2671,2582,319
s30683,2672,3509,477
s24082,2673,791,260
s21404,2674,8810,183
s39344,2675,744,79
s12616,2676,5319,96
s4216,2677,5452,247
s26578,2678,3454,342
s9719,2679,3694,237
s23444,2680,2134,468
s18571,2681,3975,50
s6729,2682,3922,361
s15643,2683,9980,206
s23806,2684,9434,121
s44863,2685,798,408
s33723,2686,1203,147
s28292,2687,3183,384
s18317,2688,920,154
s19172,2689,5176,126
s42805,2690,2880,327
s27522,2691,9499,344
s5946,2692,5583,409
s2668,2693,1650,333
s18201,2694,2776,471
s19430,2695,4844,164
s13179,2696,2163,239
s38718,2697,6395,223
s19041,2698,348,413
s36281,2699,9511,196
s19694,2700,9097,200
s8788,2701,6807,408
s8814,2702,4914,456
s40953,2703,5996,234
s4085,2704,7003,353
s42135,2705,9785,415
s1084,2706,213,159
s4982,2707,3292,254
s4979,2708,5851,193
s40311,2709,5306,175
s43132,2710,2140,376
s2270,2711,5697,294
s6131,2712,5129,175
s31071,2713,5025,289
s29825,2714,9791,295
s33580,2715,6170,264
s32474,2716,4920,375
s16643,2717,4128,129
s763,2718,7877,154
s19094,2719,3331,128
s39411,2720,9666,365
s13446,2721,9892,244
s15812,2722,997,192
s28228,2723,4039,138
s7988,2724,1088,381
s1819,2725,7040,110
s22223,2726,1582,128
s46717,2727,2070,450
s2984,2728,7552,418
s34528,2729,248,188
s9240,2730,3593,292
s31810,2731,9504,265
s8086,2732,5834,63
s22792,2733,9249,194
s23828,2734,3379,146
s9612,2735,7671,117
s31034,2736,4203,104
s39999,2737,7493,207
s11685,2738,9735,72
s11995,2739,7331,331
s15634,2740,2765,297
s2968,2741,6847,361
s33606,2742,9012,100
s1467,2743,7976,401
s25986,2744,1929,386
s10670,2745,6953,197
s35453,2746,2476,77
s25391,2747,8057,179
s45646,2748,3801,289
s36905,2749,5270,399
s34739,2750,1291,393
s2670,2751,7641,463
s42975,2752,7883,301
s11512,2753,8445,206
s45295,2754,2271,237
s12668,2755,2027,72
s47509,2756,9261,95
s17011,2757,7190,223
s26315,2758,8344,329
s30008,2759,8015,336
s14064,2760,7386,89
s30427,2761,1201,342
s43130,2762,6554,499
s21248,2763,7914,183
s8873,2764,8159,489
s5059,2765,7539,224
s22699,2766,3650,90
s41317,2767,6373,125
s2757,2768,7757,364
s7621,2769,7971,71
s513,2770,7160,431
s42427,2771,6321,362
s19772,2772,9863,420
s27686,2773,6156,229
s47370,2774,1476,222
s33370,2775,4781,80
s8941,2776,4154,455
s25798,2777,2577,332
s29643,2778,2540,272
s5310,2779,2553,199
s1017,2780,7534,220
s3851,2781,4047,455
s42099,2782,6757,260
s48174,2783,6750,336
s31583,2784,229,133
s19813,2785,9220,368
s12671,2786,5124,259
s19624,2787,1751,404
s19035,2788,4817,465
s7184,2789,6104,212
s48198,2790,4567,240
s15338,2791,1306,491
s6555,2792,1939,463
s446,2793,8072,443
s39821,2794,5723,212
s19434,2795,9635,238
s37143,2796,8543,160
s45412,2797,9477,390
s36867,2798,8743,127
s26962,2799,1629,228
s36912,2800,7312,58
s20230,2801,9805,234
s40672,2802,6999,206
s37297,2803,6358,120
s35913,2804,5914,426
s43220,2805,7297,144
s43124,2806,3615,51
s30913,2807,8400,217
s20712,2808,5367,191
s19773,2809,4926,162
s18354,2810,6843,446
s36142,2811,5011,56
s36670,2812,9654,165
s15506,2813,7917,206
s41049,2814,8034,346
s46242,2815,301,404
s20131,2816,9222,308
s43271,2817,7863,430
s25065,2818,7139,326
s45433,2819,9078,449
s32573,2820,3428,312
s8948,2821,4531,480
s21368,2822,9631,100
s6054,2823,7128,347
s46589,2824,8053,111
s35028,2825,6092,274
s30182,2826,6600,431
s25938,2827,2463,337
s34873,2828,9769,204
s23418,2829,9220,65
s49801,2830,6621,437
s40598,2831,4190,417
s41871,2832,3641,405
s35331,2833,1550,461
s20356,2834,8705,265
s32868,2835,2413,415
s31920,2836,6729,451
s42037,2837,4338,289
s21786,2838,8125,466
s24893,2839,9273,331
s45163,2840,971,344
s13668,2841,3461,413
s31286,2842,7235,459
s23604,2843,7563,245
s1122,2844,6947,103
s32737,2845,7590,283
s28509,2846,2950,81
s39722,2847,488,135
s43780,2848,3819,403
s7520,2849,1933,366
s30012,2850,3965,359
s24910,2851,841,132
s36052,2852,915,61
s35212,2853,1590,457
s48140,2854,4660,211
s36489,2855,613,89
s5336,2856,7189,119
s11851,2857,4725,202
s36072,2858,5151,50
s22611,2859,539,366
s26883,2860,619,166
s25246,2861,7765,115
s19118,2862,2229,205
s24326,2863,7609,132
s7606,2864,5056,126
s20043,2865,5072,164
s3619,2866,973,230
s35388,2867,6654,350
s1444,2868,6935,401
s23441,2869,423,213
s3464,2870,8919,81
s27532,2871,9299,122
s3970,2872,3405,79
s10591,2873,575,254
s6763,2874,7724,340
s6644,2875,9971,138
s2158,2876,8334,196
s48647,2877,6534,152
s28494,2878,9592,219
s17207,2879,5614,224
s38106,2880,6368,179
s24659,2881,2922,124
s2054,2882,6508,50
s24021,2883,8822,108
s4629,2884,7429,463
s5561,2885,6178,357
s36115,2886,7667,409
s3921,2887,160,109
s39030,2888,1608,343
s32414,2889,167,308
s48116,2890,790,479
s5454,2891,4690,284
s49573,2892,9928,424
s9313,2893,4999,347
s17216,2894,815,231
s35450,2895,1528,240
s9345,2896,8624,194
s34285,2897,8571,317
s31351,2898,8410,116
s10827,2899,6210,309
s44230,2900,1228,144
s49139,2901,1038,436
s49839,2902,3157,289
s39523,2903,2782,217
s22069,2904,8406,112
s19441,2905,1291,191
s31661,2906,1836,270
s46934,2907,8527,339
s36392,2908,5670,69
s23061,2909,6707,229
s40190,2910,7354,147
s27630,2911,1865,167
s11873,2912,2944,325
s49619,2913,5667,95
s35224,2914,5488,241
s43910,2915,2367,338
s18499,2916,7725,185
s22016,2917,2255,316
s43259,2918,6511,260
s6579,2919,7885,289
s3495,2920,2012,379
s9300,2921,9987,496
s36144,2922,833,138
s21105,2923,3276,146
s47288,2924,6305,336
s15256,2925,2540,332
s35068,2926,7413,321
s6532,2927,1114,330
s23419,2928,9407,285
s35266,2929,508,304
s5784,2930,9646,208
s31755,2931,8149,130
s407,2932,983,225
s39217,2933,2276,353
s34722,2934,1563,425
s26257,2935,8198,287
s26199,2936,5868,271
s49215,2937,653,326
s1707,2938,6424,167
s43689,2939,2459,304
s30006,2940,7588,416
s29915,2941,6623,352
s12451,2942,9314,178
s35664,2943,3182,113
s11856,2944,1881,134
s33552,2945,4802,373
s49268,2946,855,363
s21781,2947,8993,430
s44566,2948,6437,464
s26721,2949,195,384
s31486,2950,4213,175
s30581,2951,6636,262
s16424,2952,8787,355
s40383,2953,9333,215
s40775,2954,8187,59
s31396,2955,4753,109
s46412,2956,1827,314
s4957,2957,6128,74
s37846,2958,5448,266
s45516,2959,4201,114
s41611,2960,3841,87
s30975,2961,6555,497
s45922,2962,4308,140
s22960,2963,2102,378
s16762,2964,7242,174
s35546,2965,5115,253
s40684,2966,1393,437
s694,2967,258,396
s23467,2968,9028,478
s5927,2969,7420,312
s30565,2970,9379,316
s14090,2971,6562,62
s219,2972,7397,324
s8990,2973,6925,171
s4778,2974,8991,462
s40623,2975,1495,135
s4624,2976,4740,68
s5508,2977,5348,295
s10717,2978,9692,128
s4721,2979,6417,332
s20941,2980,2386,403
s6571,2981,4510,310
s38008,2982,3982,291
s17319,2983,5573,132
s38204,2984,6615,76
s11170,2985,6563,411
s3908,2986,1177,492
s2182,2987,4791,73
s33474,2988,3577,490
s32953,2989,5469,91
s23501,2990,9720,399
s41660,2991,5843,280
s23578,2992,3734,69
s22826,2993,114,366
s32903,2994,7861,199
s5693,2995,6847,454
s38240,2996,6055,117
s35976,2997,4666,267
s19363,2998,3900,203
s25532,2999,8966,148
s18058,3000,1499,91
s42504,3001,5170,239
s9728,3002,372,255
s46701,3003,5174,211
s18270,3004,3923,159
s37763,3005,5007,410
s19152,3006,9840,418
s47333,3007,5470,258
s43249,3008,9737,127
s22961,3009,4622,56
s9911,3010,1784,165
s44135,3011,8570,496
s44552,3012,5664,357
s29882,3013,9264,271
s31238,3014,4404,265
s18286,3015,8746,196
s23705,3016,8634,451
s42724,3017,311,409
s38301,3018,8416,426
s44524,3019,5977,390
s45769,3020,2345,474
s463,3021,2626,328
s4691,3022,2814,204
s11264,3023,8523,296
s29708,3024,4900,375
s1645,3025,3205,122
s26959,3026,3771,261
s29142,3027,2806,383
s28519,3028,8408,379
s20582,3029,2807,210
s26210,3030,9867,369
s6459,3031,5522,380
s44278,3032,5490,93
s33046,3033,1678,439
s40643,3034,4621,412
s37647,3035,624,242
s45504,3036,8654,421
s11034,3037,4568,435
s11331,3038,960,57
s40976,3039,176,249
s8425,3040,7864,355
s33225,3041,4764,276
s10984,3042,1667,343
s41200,3043,1254,127
s40361,3044,675,473
s35693,3045,1868,84
s15806,3046,1867,485
s27348,3047,7232,401
s12982,3048,2498,474
s39412,3049,8655,145
s41337,3050,868,426
s37589,3051,5804,240
s16335,3052,6509,193
s44831,3053,1998,497
s32824,3054,9829,412
s10730,3055,9664,385
s27867,3056,184,383
s38766,3057,3893,347
s7393,3058,7562,54
s43173,3059,7940,431
s44033,3060,721,203
s10997,3061,2413,138
s29410,3062,1644,57
s15341,3063,5484,261
s18555,3064,1189,386
s15097,3065,2739,101
s42582,3066,9875,393
s44012,3067,9323,346
s11413,3068,7973,405
s11480,3069,5814,135
s36239,3070,6050,494
s31264,3071,4207,298
s36652,3072,1099,275
s21220,3073,8846,326
s17488,3074,3553,236
s34936,3075,9802,459
s28943,3076,4845,189
s30041,3077,7546,115
s25569,3078,6203,460
s19737,3079,2252,407
s27849,3080,2082,489
s2691,3081,2274,60
s5766,3082,9116,258
s38325,3083,6026,408
s29753,3084,5350,52
s42125,3085,9636,341
s40357,3086,324,295
s14234,3087,730,103
s11758,3088,5051,158
s9317,3089,162,238
s43235,3090,8990,205
s12458,3091,7393,93
s37008,3092,6661,159
s43892,3093,4645,182
s9800,3094,2069,213
s1461,3095,1852,482
s28597,3096,3871,79
s49709,3097,1687,464
s41474,3098,2633,475
s28049,3099,643,153
s1003,3100,7068,63
s42804,3101,2122,145
s7272,3102,7796,381
s10190,3103,8736,142
s11398,3104,7605,52
s47571,3105,9897,102
s25161,3106,8142,268
s33045,3107,841,134
s36302,3108,4207,54
s8634,3109,2248,402
s35686,3110,6699,170
s857,3111,5395,443
s34323,3112,7023,331
s24715,3113,9008,285
s44028,3114,9780,454
s49600,3115,6228,224
s23543,3116,2697,343
s35253,3117,9708,98
s7023,3118,640,79
s46425,3119,6676,119
s39246,3120,9891,84
s5813,3121,7043,357
s29800,3122,7146,296
s20381,3123,783,322
s20110,3124,3280,122
s28326,3125,3874,327
s15107,3126,7599,333
s35505,3127,2275,481
s47247,3128,5901,53
s8431,3129,9072,148
s2237,3130,4951,66
s36377,3131,873,93
s44664,3132,7783,73
s17610,3133,5172,279
s29660,3134,6671,495
s35862,3135,788,56
s28294,3136,4181,315
s39585,3137,9283,97
s18316,3138,6253,74
s44134,3139,6257,63
s22911,3140,3252,122
s41078,3141,6811,96
s12818,3142,3167,179
s14345,3143,4372,149
s6647,3144,3766,280
s1970,3145,5150,481
s36903,3146,9431,227
s10561,3147,6976,309
s15355,3148,8539,459
s42036,3149,9435,271
s14320,3150,8390,134
s20027,3151,7984,491
s27448,3152,3804,180
s16839,3153,8007,72
s29118,3154,7365,121
s34000,3155,4713,271
s37327,3156,3089,219
s23773,3157,9959,348
s32245,3158,8163,349
s42130,3159,8578,339
s42982,3160,7094,319
s14646,3161,6982,117
s34843,3162,1068,222
s28284,3163,5573,65
s17169,3164,6298,297
s20189,3165,2394,311
s40517,3166,2252,168
s29531,3167,6466,54
s46790,3168,8661,170
s15283,3169,5625,137
s21984,3170,3215,158
s4312,3171,9821,91
s1335,3172,9837,359
s49569,3173,8563,499
s48218,3174,6949,120
s1401,3175,7966,412
s12842,3176,7962,449
s7217,3177,604,120
s14656,3178,9208,303
s44207,3179,4272,330
s28571,3180,9690,441
s29433,3181,2947,325
s24393,3182,3152,174
s45955,3183,1810,454
s32239,3184,3228,90
s30272,3185,9668,284
s33828,3186,9395,362
s48488,3187,1653,120
s40648,3188,4038,81
s15970,3189,7223,372
s9432,3190,5837,416
s9730,3191,5795,491
s25245,3192,3252,151
s7890,3193,5882,103
s29895,3194,7449,492
s20193,3195,5005,348
s12059,3196,6282,406
s44642,3197,4934,118
s11678,3198,8979,208
s45994,3199,7141,301
s3429,3200,1815,429
s12535,3201,9980,195
s32533,3202,7559,103
s49501,3203,5078,166
s9678,3204,6198,96
s42996,3205,6936,109
s29357,3206,8120,136
s33803,3207,4464,444
s3821,3208,172,211
s12595,3209,4102,345
s32187,3210,4225,284
s28719,3211,7477,118
s29153,3212,3269,479
s38639,3213,1131,165
s8442,3214,3817,416
s16874,3215,3403,242
s19427,3216,1719,195
s26565,3217,3641,198
s13821,3218,5304,269
s34552,3219,5034,322
s11851,3220,6373,204
s13435,3221,1354,381
s29171,3222,1633,224
s41434,3223,3173,352
s44150,3224,6205,416
s17268,3225,7966,165
s20829,3226,334,154
s38237,3227,3520,181
s13902,3228,1158,244
s33877,3229,286,205
s35538,3230,6432,135
s28283,3231,9651,75
s9828,3232,7993,67
s5401,3233,9996,224
s22331,3234,723,89
s19927,3235,4652,121
s37559,3236,7912,211
s41667,3237,6063,378
s38670,3238,2887,257
s5892,3239,3940,237
s28389,3240,4375,77
s48700,3241,5544,304
s24340,3242,573,92
s43251,3243,4168,260
s18828,3244,4171,137
s39175,3245,4332,357
s31412,3246,3809,326
s17259,3247,4571,409
s11647,3248,5507,286
s23801,3249,1517,240
s26618,3250,9649,267
s39525,3251,6838,403
s4704,3252,9411,358
s3945,3253,1405,474
s30573,3254,4877,350
s1626,3255,9096,117
s49933,3256,5696,79
s19659,3257,4382,258
s28960,3258,1404,255
s37106,3259,1837,294
s18863,3260,1361,160
s18412,3261,3095,301
s30360,3262,1951,191
s45518,3263,8154,105
s25260,3264,1495,328
s585,3265,5341,249
s30308,3266,4043,422
s3443,3267,345,264
s30544,3268,9317,75
s30278,3269,6780,395
s39546,3270,7224,379
s46420,3271,1482,149
s43291,3272,1678,142
s13600,3273,1974,461
s30307,3274,2208,492
s1058,3275,9618,334
s38771,3276,8582,284
s6018,3277,4271,263
s45476,3278,6309,484
s38997,3279,8592,171
s40986,3280,5386,102
s9376,3281,6322,90
s36996,3282,2290,261
s38398,3283,4733,466
s46318,3284,7100,415
s45578,3285,1998,89
s43562,3286,9521,119
s40164,3287,6535,154
s40215,3288,3470,354
s46161,3289,3246,69
s399,3290,9623,69
s44618,3291,7191,384
s5309,3292,5791,316
s3931,3293,2418,127
s30518,3294,9298,167
s14146,3295,171,53
s41622,3296,9546,459
s38677,3297,4515,247
s8981,3298,3747,223
s10696,3299,8797,91
s40768,3300,9167,263
s42651,3301,9649,233
s36874,3302,5302,347
s6163,3303,7012,496
s9088,3304,1529,273
s7954,3305,9141,400
s5644,3306,9775,374
s20453,3307,1423,186
s28093,3308,9442,265
s10860,3309,9096,333
s40404,3310,9898,369
s5916,3311,2172,82
s11862,3312,2907,481
s5003,3313,544,153
s3556,3314,305,333
s15086,3315,2957,400
s46776,3316,7629,161
s34779,3317,7139,468
s44891,3318,3380,385
s30427,3319,6355,342
s16441,3320,6872,291
s15631,3321,6227,256
s31816,3322,9726,246
s47758,3323,5882,445
s45153,3324,4315,142
s23662,3325,617,135
s22358,3326,5459,333
s48094,3327,2618,383
s338,3328,7469,383
s9843,3329,5305,53
s39437,3330,5064,197
s20511,3331,7008,214
s12838,3332,6340,280
s26530,3333,650,99
s17344,3334,6942,446
s27794,3335,2464,393
s34451,3336,9129,307
s37319,3337,5945,495
s41625,3338,5086,365
s31490,3339,1280,257
s4823,3340,5958,317
s39694,3341,4977,352
s10943,3342,1131,193
s32287,3343,4853,107
s7901,3344,6343,319
s4788,3345,6314,261
s19996,3346,5777,142
s10407,3347,5911,481
s25816,3348,7326,162
s25101,3349,4599,359
s44507,3350,9359,427
s47319,3351,8459,448
s14569,3352,5642,56
s28789,3353,3631,70
s43046,3354,8601,155
s28690,3355,8356,369
s18308,3356,2416,183
s40771,3357,4513,467
s25952,3358,9614,428
s34353,3359,1068,54
s16697,3360,9912,475
s28419,3361,1172,212
s29291,3362,4296,130
s34215,3363,2773,91
s33772,3364,9259,461
s44926,3365,5044,151
s40987,3366,2717,157
s13051,3367,170,291
s2667,3368,4609,306
s40878,3369,7688,197
s46376,3370,5856,146
s20499,3371,4475,455
s17108,3372,214,113
s29048,3373,1004,474
s28730,3374,7716,382
s18086,3375,4850,341
s37571,3376,875,125
s33618,3377,6203,302
s22174,3378,3216,406
s10752,3379,6243,347
s40593,3380,7594,371
s25733,3381,2771,326
s34549,3382,1070,428
s15611,3383,6560,259
s49042,3384,7367,200
s38889,3385,6918,469
s32684,3386,4932,359
s30879,3387,4189,118
s2935,3388,5944,105
s37349,3389,6269,209
s217,3390,9812,363
s27030,3391,8476,297
s12007,3392,4309,144
s9245,3393,8190,382
s9149,3394,557,87
s23511,3395,8492,365
s47095,3396,7716,428
s42829,3397,2669,464
s252,3398,3766,495
s28128,3399,8295,478
s21473,3400,5535,314
s782,3401,7570,338
s33705,3402,8547,75
s1433,3403,6673,272
s22077,3404,6805,232
s27533,3405,5331,125
s42791,3406,4450,314
s6454,3407,9312,234
s43593,3408,3759,66
s47893,3409,4132,195
s44581,3410,7104,332
s39846,3411,7106,468
s35622,3412,7463,155
s25044,3413,503,179
s8299,3414,968,387
s46339,3415,224,76
s9639,3416,6179,158
s10361,3417,6246,228
s11028,3418,7249,290
s45293,3419,3365,305
s3599,3420,3169,359
s16146,3421,3090,261
s48243,3422,8365,445
s43764,3423,8162,247
s44578,3424,1275,417
s35026,3425,2343,397
s33010,3426,8972,187
s40658,3427,4551,106
s41896,3428,5203,426
s41451,3429,6127,168
s27701,3430,3888,265
s39690,3431,402,136
s45335,3432,9141,486
s24794,3433,7196,358
s48629,3434,479,417
s19212,3435,9209,311
s31609,3436,8257,295
s5414,3437,5280,473
s26908,3438,8208,322
s22218,3439,8096,151
s48257,3440,6220,353
s18612,3441,4531,451
s48722,3442,4869,260
s49758,3443,4063,188
s20977,3444,2954,306
s30296,3445,6164,167
s12124,3446,5851,291
s10214,3447,5158,450
s7327,3448,7077,129
s5727,3449,887,268
s16155,3450,6782,224
s40465,3451,2623,300
s12871,3452,3811,218
s7784,3453,9886,382
s45544,3454,6328,215
s43771,3455,5935,129
s29928,3456,8783,339
s20695,3457,8448,73
s34018,3458,948,90
s27759,3459,8272,412
s4634,3460,6666,347
s43038,3461,6495,251
s35955,3462,7122,372
s41013,3463,8285,413
s38067,3464,2141,214
s23183,3465,6808,393
s3780,3466,3367,59
s4994,3467,7284,428
s49369,3468,6083,343
s38915,3469,2362,224
s5977,3470,7470,369
s45367,3471,7616,289
s10441,3472,6374,244
s46761,3473,9287,74
s45975,3474,654,457
s32221,3475,415,137
s30901,3476,7446,156
s16051,3477,1655,172
s14870,3478,7720,120
s27494,3479,6975,435
s23754,3480,5536,86
s424,3481,2305,215
s47813,3482,5221,337
s42019,3483,5679,290
s38986,3484,9577,121
s18030,3485,6221,116
s37535,3486,4135,185
s25057,3487,883,142
s6272,3488,1485,111
s538,3489,9962,363
s17997,3490,1091,255
s15537,3491,4789,157
s31065,3492,7098,369
s5372,3493,7296,284
s43597,3494,9570,195
s25030,3495,4309,481
s23263,3496,7555,387
s4092,3497,7731,196
s49076,3498,9829,133
s40788,3499,819,496
s30099,3500,5820,69
s42677,3501,3606,102
s16278,3502,9274,438
s48134,3503,2958,297
s32333,3504,3966,243
s9992,3505,9582,436
s993,3506,2963,104
s19820,3507,1761,403
s23270,3508,7134,418
s8011,3509,7953,415
s47126,3510,7685,92
s1875,3511,586,318
s38039,3512,6597,251
s25850,3513,9538,438
s13181,3514,4637,279
s10632,3515,9957,176
s36091,3516,9129,413
s1802,3517,1002,115
s39633,3518,9218,150
s48065,3519,9757,121
s33167,3520,7696,476
s31331,3521,9005,102
s45461,3522,7808,318
s33200,3523,9625,459
s18326,3524,5922,394
s38787,3525,2974,291
s47431,3526,8523,271
s26454,3527,9529,50
s37337,3528,3306,65
s2792,3529,512,209
s17836,3530,5752,99
s2508,3531,2907,350
s1803,3532,7338,462
s31563,3533,9834,102
s15309,3534,6886,428
s23017,3535,7613,97
s1580,3536,6462,88
s6280,3537,4137,296
s31075,3538,730,102
s41689,3539,8350,397
s8600,3540,2092,99
s31121,3541,478,411
s14744,3542,7377,153
s10682,3543,5858,228
s13687,3544,2881,481
s29763,3545,8181,313
s34385,3546,4300,238
s37965,3547,2067,123
s7222,3548,7358,424
s26285,3549,1136,51
s42794,3550,6167,387
s39829,3551,3683,393
s38974,3552,8301,407
s36883,3553,8873,154
s15349,3554,5154,438
s31690,3555,8996,278
s31670,3556,7708,357
s788,3557,4548,105
s28572,3558,5785,436
s18190,3559,6437,293
s41437,3560,9811,277
s20018,3561,8580,61
s12453,3562,8392,272
s44257,3563,9085,202
s8390,3564,7728,258
s22397,3565,2157,223
s45685,3566,9542,445
s24187,3567,6681,280
s33385,3568,2810,434
s14026,3569,4172,150
s29805,3570,5113,247
s3553,3571,1293,404
s2417,3572,7766,311
s9717,3573,9431,99
s43325,3574,8150,294
s252,3575,1485,490
s28610,3576,2672,80
s22029,3577,3476,298
s46342,3578,8855,272
s20561,3579,4333,106
s15401,3580,2135,327
s30116,3581,4935,281
s15582,3582,4525,291
s6939,3583,1376,284
s36306,3584,9332,342
s42150,3585,3371,319
s4314,3586,8788,256
s25581,3587,8546,178
s37049,3588,8854,209
s8812,3589,8923,261
s44783,3590,4158,335
s2242,3591,2740,188
s37720,3592,6495,355
s37914,3593,9056,277
s3021,3594,1581,105
s47670,3595,6834,323
s15590,3596,5856,268
s42493,3597,1190,494
s24378,3598,3769,93
s384,3599,2778,298
s18549,3600,7784,159
s26415,3601,1402,218
s48879,3602,2194,457
s15903,3603,8879,94
s2766,3604,5967,361
s4548,3605,113,192
s39377,3606,3237,257
s9648,3607,1647,428
s24063,3608,2398,353
s557,3609,1820,413
s32760,3610,5440,405
s13045,3611,2030,397
s45426,3612,6436,206
s37477,3613,9996,409
s9775,3614,4798,224
s22238,3615,1505,397
s22372,3616,2743,459
s1980,3617,9043,223
s40156,3618,8582,338
s43676,3619,1316,149
s34145,3620,172,306
s47913,3621,9909,314
s25935,3622,1457,432
s30713,3623,8251,368
s40703,3624,1750,252
s41703,3625,5446,360
s7541,3626,8467,278
s26694,3627,2448,463
s7392,3628,4419,320
s43988,3629,3550,198
s11430,3630,3947,77
s24667,3631,6808,290
s45846,3632,4961,83
s19498,3633,6574,300
s17904,3634,1989,114
s31308,3635,3960,353
s1485,3636,8689,330
s31174,3637,1776,159
s21727,3638,9981,370
s28738,3639,9795,305
s9074,3640,6498,321
s3177,3641,8813,296
s29626,3642,8486,365
s23083,3643,8214,450
s39701,3644,3000,266
s20078,3645,3318,473
s32852,3646,8168,114
s16443,3647,5175,405
s45094,3648,3568,272
s13637,3649,7747,222
s38643,3650,2175,153
s40256,3651,6115,457
s10749,3652,6907,173
s15649,3653,7748,101
s46204,3654,359,389
s43922,3655,8478,398
s12940,3656,9339,276
s10644,3657,3226,153
s8138,3658,5703,428
s38332,3659,6934,88
s33290,3660,3273,375
s45811,3661,249,322
s30252,3662,5571,122
s38626,3663,4875,304
s13646,3664,1363,344
s15937,3665,6230,481
s31617,3666,3848,229
s15353,3667,3540,72
s46787,3668,7556,280
s29277,3669,2228,471
s13216,3670,2054,313
s34097,3671,7744,104
s8005,3672,6291,389
s29006,3673,3313,199
s38236,3674,5231,493
s10079,3675,8075,468
s42576,3676,8504,185
s39895,3677,8511,168
s16062,3678,9407,340
s23192,3679,7825,198
s3564,3680,2029,160
s1320,3681,6058,169
s22079,3682,2101,464
s11871,3683,2233,146
s24780,3684,4361,258
s41989,3685,9909,135
