stocksymbol,time,quantity,price,stock_name
s54929,2191,1885,147,Stock_54929
s42186,2192,3696,182,Stock_42186
s2177,2193,9804,456,Stock_2177
s38133,2194,1492,261,Stock_38133
s68197,2195,8907,214,Stock_68197
s6688,2196,3332,327,Stock_6688
s46288,2197,8945,124,Stock_46288
s11484,2198,8308,71,Stock_11484
s40634,2199,8531,138,Stock_40634
s68724,2200,1684,178,Stock_68724
s16825,2201,2055,272,Stock_16825
s5019,2202,8570,306,Stock_5019
s52137,2203,6049,325,Stock_52137
s45453,2204,8837,165,Stock_45453
s2552,2205,7456,272,Stock_2552
s55343,2206,3656,434,Stock_55343
s37765,2207,6776,442,Stock_37765
s5985,2208,7558,133,Stock_5985
s30344,2209,4031,212,Stock_30344
s41238,2210,3570,98,Stock_41238
s61324,2211,8054,129,Stock_61324
s64630,2212,1326,419,Stock_64630
s33830,2213,3968,87,Stock_33830
s69802,2214,1219,54,Stock_69802
s65983,2215,7461,278,Stock_65983
s53641,2216,941,91,Stock_53641
s25527,2217,4000,361,Stock_25527
s6001,2218,1468,81,Stock_6001
s10726,2219,1213,175,Stock_10726
s9827,2220,4249,398,Stock_9827
s60513,2221,2456,477,Stock_60513
s31583,2222,4204,320,Stock_31583
s60423,2223,4261,273,Stock_60423
s18077,2224,1069,144,Stock_18077
s9994,2225,3380,307,Stock_9994
s46954,2226,2612,180,Stock_46954
s57929,2227,5299,133,Stock_57929
s13636,2228,2307,166,Stock_13636
s62588,2229,6868,337,Stock_62588
s18250,2230,7173,367,Stock_18250
s64181,2231,267,391,Stock_64181
s25072,2232,995,221,Stock_25072
s16876,2233,5908,219,Stock_16876
s26688,2234,6212,411,Stock_26688
s4653,2235,3367,374,Stock_4653
s57207,2236,7944,373,Stock_57207
s38007,2237,5163,307,Stock_38007
s49265,2238,7263,356,Stock_49265
s58110,2239,9549,167,Stock_58110
s19,2240,171,213,Stock_19
s66715,2241,7057,320,Stock_66715
s52997,2242,8467,128,Stock_52997
s50272,2243,1631,272,Stock_50272
s32893,2244,8565,57,Stock_32893
s27069,2245,8864,100,Stock_27069
s64874,2246,4815,242,Stock_64874
s92,2247,5417,474,Stock_92
s33437,2248,9263,86,Stock_33437
s65023,2249,165,83,Stock_65023
s36493,2250,6807,432,Stock_36493
s54965,2251,7728,330,Stock_54965
s51153,2252,2869,428,Stock_51153
s14228,2253,2682,125,Stock_14228
s62016,2254,9615,294,Stock_62016
s37872,2255,3200,289,Stock_37872
s28626,2256,3548,272,Stock_28626
s13347,2257,8071,198,Stock_13347
s10772,2258,3932,379,Stock_10772
s20133,2259,6757,247,Stock_20133
s25967,2260,5397,105,Stock_25967
s5404,2261,3156,446,Stock_5404
s3874,2262,2246,239,Stock_3874
s68212,2263,738,256,Stock_68212
s14321,2264,6957,324,Stock_14321
s14947,2265,4794,181,Stock_14947
s68802,2266,6134,281,Stock_68802
s23366,2267,4177,389,Stock_23366
s16515,2268,4313,204,Stock_16515
s2647,2269,4779,134,Stock_2647
s63811,2270,1639,496,Stock_63811
s36678,2271,3414,417,Stock_36678
s51290,2272,6610,296,Stock_51290
s21276,2273,2130,295,Stock_21276
s17526,2274,526,104,Stock_17526
s25817,2275,8314,372,Stock_25817
s45024,2276,4185,487,Stock_45024
s26881,2277,6351,253,Stock_26881
s48586,2278,6305,473,Stock_48586
s10470,2279,6413,377,Stock_10470
s41681,2280,724,66,Stock_41681
s22623,2281,9816,266,Stock_22623
s28382,2282,8324,172,Stock_28382
s32655,2283,9779,75,Stock_32655
s65588,2284,1659,181,Stock_65588
s50657,2285,8191,462,Stock_50657
s35249,2286,271,261,Stock_35249
s66863,2287,8866,311,Stock_66863
s8280,2288,4055,360,Stock_8280
s8766,2289,858,161,Stock_8766
s37471,2290,2290,71,Stock_37471
s1643,2291,3207,280,Stock_1643
s64773,2292,4276,399,Stock_64773
s39684,2293,3359,222,Stock_39684
s10917,2294,3433,368,Stock_10917
s56877,2295,4693,313,Stock_56877
s47539,2296,2361,399,Stock_47539
s7671,2297,4260,253,Stock_7671
s56264,2298,6667,281,Stock_56264
s40977,2299,9312,303,Stock_40977
s63960,2300,2225,378,Stock_63960
s35842,2301,2225,347,Stock_35842
s4705,2302,7645,304,Stock_4705
s20674,2303,4555,111,Stock_20674
s57983,2304,9255,153,Stock_57983
s28531,2305,5794,145,Stock_28531
s28873,2306,6010,370,Stock_28873
s31933,2307,4529,157,Stock_31933
s49065,2308,5286,313,Stock_49065
s32235,2309,7690,52,Stock_32235
s24218,2310,9595,430,Stock_24218
s40776,2311,9915,330,Stock_40776
s54257,2312,1663,64,Stock_54257
s34134,2313,2222,362,Stock_34134
s41772,2314,7772,483,Stock_41772
s28750,2315,1935,114,Stock_28750
s32108,2316,8663,405,Stock_32108
s50441,2317,131,365,Stock_50441
s23253,2318,4692,227,Stock_23253
s32844,2319,5929,92,Stock_32844
s42891,2320,8284,142,Stock_42891
s43453,2321,4149,234,Stock_43453
s11910,2322,3782,401,Stock_11910
s30643,2323,8053,402,Stock_30643
s17149,2324,384,365,Stock_17149
s320,2325,4221,479,Stock_320
s47055,2326,5165,211,Stock_47055
s37971,2327,2782,114,Stock_37971
s60437,2328,3353,377,Stock_60437
s18257,2329,2881,318,Stock_18257
s30523,2330,4869,399,Stock_30523
s24355,2331,9196,302,Stock_24355
s24720,2332,4190,425,Stock_24720
s33038,2333,9750,324,Stock_33038
s48232,2334,4705,418,Stock_48232
s61147,2335,8222,191,Stock_61147
s15243,2336,3352,323,Stock_15243
s29626,2337,2591,440,Stock_29626
s67582,2338,4794,232,Stock_67582
s51959,2339,2895,226,Stock_51959
s21109,2340,1120,429,Stock_21109
s63672,2341,8046,62,Stock_63672
s17072,2342,5396,350,Stock_17072
s35382,2343,8020,361,Stock_35382
s46836,2344,2995,336,Stock_46836
s4579,2345,8967,464,Stock_4579
s19884,2346,1837,418,Stock_19884
s53207,2347,2868,419,Stock_53207
s346,2348,3122,102,Stock_346
s4638,2349,6151,210,Stock_4638
s61889,2350,2392,388,Stock_61889
s25327,2351,7630,170,Stock_25327
s4685,2352,6928,103,Stock_4685
s41923,2353,1322,344,Stock_41923
s38086,2354,5487,263,Stock_38086
s30596,2355,9907,88,Stock_30596
s3887,2356,5650,416,Stock_3887
s48459,2357,9495,55,Stock_48459
s53146,2358,9322,113,Stock_53146
s62200,2359,9123,188,Stock_62200
s44891,2360,293,446,Stock_44891
s50438,2361,8394,229,Stock_50438
s52515,2362,2751,393,Stock_52515
s30282,2363,7507,66,Stock_30282
s66432,2364,4842,228,Stock_66432
s16960,2365,8324,181,Stock_16960
s16698,2366,9769,115,Stock_16698
s65067,2367,8975,261,Stock_65067
s61707,2368,3832,441,Stock_61707
s44633,2369,6465,64,Stock_44633
s42577,2370,5138,159,Stock_42577
s34316,2371,804,199,Stock_34316
s20642,2372,7544,220,Stock_20642
s60263,2373,8508,174,Stock_60263
s14625,2374,8419,385,Stock_14625
s31729,2375,9831,470,Stock_31729
s59156,2376,9562,67,Stock_59156
s69639,2377,4991,411,Stock_69639
s66701,2378,9273,253,Stock_66701
s14134,2379,7034,420,Stock_14134
s53386,2380,2276,298,Stock_53386
s55529,2381,1213,289,Stock_55529
s8218,2382,7966,380,Stock_8218
s37811,2383,9264,252,Stock_37811
s29177,2384,890,173,Stock_29177
s41223,2385,8842,88,Stock_41223
s50910,2386,8121,258,Stock_50910
s57663,2387,5813,412,Stock_57663
s41167,2388,4795,116,Stock_41167
s4598,2389,4011,383,Stock_4598
s54892,2390,8087,282,Stock_54892
s18899,2391,7312,338,Stock_18899
s51803,2392,3470,279,Stock_51803
s40744,2393,7087,107,Stock_40744
s66133,2394,4248,381,Stock_66133
s62490,2395,7097,310,Stock_62490
s23895,2396,2611,434,Stock_23895
s36397,2397,3667,156,Stock_36397
s35656,2398,5397,61,Stock_35656
s63570,2399,4688,118,Stock_63570
s1334,2400,4644,404,Stock_1334
s65950,2401,2766,375,Stock_65950
s13044,2402,4487,387,Stock_13044
s55823,2403,8993,455,Stock_55823
s27500,2404,3826,402,Stock_27500
s47389,2405,5798,85,Stock_47389
s59150,2406,8883,111,Stock_59150
s47492,2407,5357,364,Stock_47492
s44033,2408,9818,209,Stock_44033
s62070,2409,4336,192,Stock_62070
s18575,2410,9589,222,Stock_18575
s49006,2411,3154,358,Stock_49006
s44378,2412,3878,206,Stock_44378
s40942,2413,9952,301,Stock_40942
s42737,2414,6807,234,Stock_42737
s13574,2415,8424,211,Stock_13574
s1924,2416,772,84,Stock_1924
s21361,2417,4621,439,Stock_21361
s64409,2418,1334,153,Stock_64409
s4679,2419,4297,57,Stock_4679
s32373,2420,1043,379,Stock_32373
s45113,2421,7242,108,Stock_45113
s51202,2422,9073,484,Stock_51202
s40531,2423,2901,260,Stock_40531
s39222,2424,7062,233,Stock_39222
s38084,2425,6812,331,Stock_38084
s47296,2426,741,477,Stock_47296
s58317,2427,7502,238,Stock_58317
s2080,2428,1849,79,Stock_2080
s44907,2429,7165,137,Stock_44907
s47284,2430,8569,473,Stock_47284
s68704,2431,5549,285,Stock_68704
s33196,2432,4809,471,Stock_33196
s2237,2433,7567,237,Stock_2237
s26840,2434,5363,373,Stock_26840
s26870,2435,925,190,Stock_26870
s44596,2436,3537,129,Stock_44596
s56261,2437,5793,442,Stock_56261
s7551,2438,2206,268,Stock_7551
s33255,2439,1077,115,Stock_33255
s68085,2440,3283,435,Stock_68085
s68477,2441,3318,482,Stock_68477
s11784,2442,5268,121,Stock_11784
s44551,2443,3731,482,Stock_44551
s54650,2444,7000,137,Stock_54650
s40911,2445,3334,384,Stock_40911
s38629,2446,905,244,Stock_38629
s37053,2447,8011,240,Stock_37053
s59178,2448,3725,414,Stock_59178
s1278,2449,5961,372,Stock_1278
s60925,2450,4280,242,Stock_60925
s41938,2451,2954,56,Stock_41938
s69943,2452,3516,487,Stock_69943
s38446,2453,4002,113,Stock_38446
s16479,2454,9781,55,Stock_16479
s11130,2455,1666,249,Stock_11130
s57848,2456,6636,270,Stock_57848
s8436,2457,9797,441,Stock_8436
s7637,2458,6246,344,Stock_7637
s27871,2459,6192,277,Stock_27871
s11711,2460,6784,183,Stock_11711
s7626,2461,9512,301,Stock_7626
s22229,2462,9599,95,Stock_22229
s69010,2463,370,460,Stock_69010
s12962,2464,2608,230,Stock_12962
s11268,2465,2126,389,Stock_11268
s51052,2466,105,273,Stock_51052
s65288,2467,6291,168,Stock_65288
s54926,2468,2276,231,Stock_54926
s68607,2469,4781,421,Stock_68607
s30072,2470,2626,349,Stock_30072
s61732,2471,4120,145,Stock_61732
s32827,2472,5662,348,Stock_32827
s14729,2473,4635,237,Stock_14729
s45496,2474,5917,89,Stock_45496
s68155,2475,3278,407,Stock_68155
s19667,2476,207,419,Stock_19667
s6939,2477,8930,196,Stock_6939
s58435,2478,6146,299,Stock_58435
s46262,2479,3538,120,Stock_46262
s13187,2480,9556,261,Stock_13187
s30182,2481,2150,474,Stock_30182
s65038,2482,5346,89,Stock_65038
s54530,2483,770,452,Stock_54530
s23800,2484,9192,376,Stock_23800
s53806,2485,7213,243,Stock_53806
s38854,2486,2016,468,Stock_38854
s51185,2487,2170,88,Stock_51185
s39041,2488,2245,377,Stock_39041
s19523,2489,922,340,Stock_19523
s38959,2490,6625,287,Stock_38959
s10125,2491,6947,467,Stock_10125
s17252,2492,3621,128,Stock_17252
s21589,2493,3625,424,Stock_21589
s8242,2494,422,418,Stock_8242
s13153,2495,4541,429,Stock_13153
s48744,2496,9575,342,Stock_48744
s46953,2497,4953,73,Stock_46953
s52812,2498,9001,340,Stock_52812
s19833,2499,7564,366,Stock_19833
s53951,2500,8197,280,Stock_53951
s27113,2501,4462,285,Stock_27113
s42216,2502,8135,395,Stock_42216
s14093,2503,272,367,Stock_14093
s16880,2504,6889,108,Stock_16880
s52024,2505,3807,498,Stock_52024
s49606,2506,2066,258,Stock_49606
s33037,2507,8384,476,Stock_33037
s13728,2508,1269,330,Stock_13728
s51996,2509,4136,131,Stock_51996
s59800,2510,7231,485,Stock_59800
s65945,2511,6459,339,Stock_65945
s2389,2512,5884,380,Stock_2389
s48705,2513,5818,490,Stock_48705
s20947,2514,6430,261,Stock_20947
s11812,2515,5113,355,Stock_11812
s23956,2516,9489,279,Stock_23956
s36917,2517,644,118,Stock_36917
s31301,2518,3191,396,Stock_31301
s50387,2519,8948,474,Stock_50387
s32006,2520,7160,403,Stock_32006
s64192,2521,5822,173,Stock_64192
s8108,2522,7698,117,Stock_8108
s43327,2523,2470,495,Stock_43327
s8930,2524,1163,334,Stock_8930
s5330,2525,4863,214,Stock_5330
s69825,2526,8987,243,Stock_69825
s35003,2527,3315,339,Stock_35003
s20105,2528,4737,488,Stock_20105
s15687,2529,5238,200,Stock_15687
s12031,2530,3163,341,Stock_12031
s58617,2531,8724,398,Stock_58617
s41057,2532,6253,229,Stock_41057
s19024,2533,8627,254,Stock_19024
s29883,2534,7086,282,Stock_29883
s9766,2535,6318,308,Stock_9766
s18294,2536,7407,369,Stock_18294
s17823,2537,8082,201,Stock_17823
s42592,2538,9396,499,Stock_42592
s40914,2539,6752,445,Stock_40914
s54107,2540,5580,236,Stock_54107
s35249,2541,7591,262,Stock_35249
s65904,2542,5973,220,Stock_65904
s67643,2543,8722,104,Stock_67643
s31045,2544,5485,89,Stock_31045
s42561,2545,9562,425,Stock_42561
s43034,2546,7201,113,Stock_43034
s2097,2547,3587,130,Stock_2097
s13986,2548,5032,376,Stock_13986
s20269,2549,4020,473,Stock_20269
s23307,2550,9144,240,Stock_23307
s16853,2551,4093,232,Stock_16853
s48639,2552,735,68,Stock_48639
s25618,2553,5346,196,Stock_25618
s24564,2554,4616,354,Stock_24564
s47827,2555,6570,435,Stock_47827
s29797,2556,3766,198,Stock_29797
s21757,2557,2081,300,Stock_21757
s22005,2558,4713,269,Stock_22005
s58049,2559,834,358,Stock_58049
s20503,2560,7268,253,Stock_20503
s37726,2561,6519,148,Stock_37726
s67230,2562,840,141,Stock_67230
s53608,2563,5760,69,Stock_53608
s47755,2564,3246,231,Stock_47755
s52207,2565,8877,251,Stock_52207
s35820,2566,6900,113,Stock_35820
s3708,2567,9544,179,Stock_3708
s12848,2568,1386,77,Stock_12848
s62671,2569,1426,203,Stock_62671
s3648,2570,7825,335,Stock_3648
s8025,2571,3630,126,Stock_8025
s59708,2572,3016,324,Stock_59708
s60232,2573,8732,110,Stock_60232
s66225,2574,1662,412,Stock_66225
s25171,2575,8456,115,Stock_25171
s61401,2576,7059,419,Stock_61401
s58795,2577,3977,189,Stock_58795
s50878,2578,3354,478,Stock_50878
s36319,2579,7210,149,Stock_36319
s47093,2580,4065,444,Stock_47093
s57988,2581,6862,216,Stock_57988
s47333,2582,8877,351,Stock_47333
s19001,2583,8689,473,Stock_19001
s9368,2584,870,181,Stock_9368
s59384,2585,3853,275,Stock_59384
s40206,2586,3786,243,Stock_40206
s59327,2587,7345,346,Stock_59327
s57544,2588,1541,314,Stock_57544
s42862,2589,1841,497,Stock_42862
s52950,2590,1755,67,Stock_52950
s30793,2591,572,110,Stock_30793
s1304,2592,5590,417,Stock_1304
s44518,2593,8442,187,Stock_44518
s4731,2594,8577,316,Stock_4731
s44374,2595,5085,299,Stock_44374
s42073,2596,7606,456,Stock_42073
s49384,2597,9699,260,Stock_49384
s15949,2598,3149,491,Stock_15949
s14530,2599,9942,253,Stock_14530
s60971,2600,9540,59,Stock_60971
s4174,2601,6392,331,Stock_4174
s57161,2602,5640,319,Stock_57161
s44914,2603,7618,379,Stock_44914
s48425,2604,9183,485,Stock_48425
s52427,2605,6607,459,Stock_52427
s33696,2606,1363,451,Stock_33696
s44556,2607,8823,395,Stock_44556
s48796,2608,1483,225,Stock_48796
s2245,2609,4889,245,Stock_2245
s17654,2610,3852,411,Stock_17654
s66300,2611,2434,437,Stock_66300
s7091,2612,9973,153,Stock_7091
s21119,2613,2917,437,Stock_21119
s11039,2614,5675,315,Stock_11039
s11020,2615,8698,184,Stock_11020
s61256,2616,7867,461,Stock_61256
s37928,2617,6568,66,Stock_37928
s63167,2618,8104,341,Stock_63167
s14422,2619,8909,416,Stock_14422
s58756,2620,3436,277,Stock_58756
s3818,2621,4953,443,Stock_3818
s53902,2622,6162,339,Stock_53902
s69521,2623,7802,399,Stock_69521
s29003,2624,4960,246,Stock_29003
s15076,2625,8388,174,Stock_15076
s50250,2626,4128,443,Stock_50250
s3579,2627,4021,437,Stock_3579
s66682,2628,6375,497,Stock_66682
s69522,2629,8915,447,Stock_69522
s45169,2630,2678,307,Stock_45169
s13632,2631,5796,54,Stock_13632
s65168,2632,1504,60,Stock_65168
s56818,2633,1041,217,Stock_56818
s25883,2634,3069,191,Stock_25883
s47685,2635,7820,197,Stock_47685
s26339,2636,1305,185,Stock_26339
s57627,2637,1947,321,Stock_57627
s47138,2638,9338,88,Stock_47138
s3498,2639,1498,292,Stock_3498
s49928,2640,9015,398,Stock_49928
s67631,2641,2966,446,Stock_67631
s48572,2642,3515,334,Stock_48572
s33200,2643,4875,75,Stock_33200
s58150,2644,6987,131,Stock_58150
s39912,2645,1622,400,Stock_39912
s66185,2646,9948,161,Stock_66185
s17918,2647,3714,74,Stock_17918
s69551,2648,9493,273,Stock_69551
s28293,2649,2099,300,Stock_28293
s65959,2650,1256,231,Stock_65959
s25359,2651,3218,450,Stock_25359
s61834,2652,6801,155,Stock_61834
s36594,2653,9882,312,Stock_36594
s21108,2654,4554,339,Stock_21108
s64679,2655,2651,234,Stock_64679
s52158,2656,2419,129,Stock_52158
s48179,2657,1887,54,Stock_48179
s3806,2658,5000,433,Stock_3806
s38587,2659,420,281,Stock_38587
s53576,2660,8814,372,Stock_53576
s56910,2661,4415,154,Stock_56910
s53925,2662,2861,59,Stock_53925
s20738,2663,6705,282,Stock_20738
s33566,2664,753,495,Stock_33566
s43803,2665,618,198,Stock_43803
s58340,2666,1071,59,Stock_58340
s19714,2667,6079,115,Stock_19714
s62529,2668,9508,275,Stock_62529
s7047,2669,647,384,Stock_7047
s35317,2670,7853,275,Stock_35317
s65281,2671,8735,438,Stock_65281
s59067,2672,6136,336,Stock_59067
s44299,2673,7535,212,Stock_44299
s19429,2674,3286,166,Stock_19429
s22015,2675,4499,248,Stock_22015
s41621,2676,7580,394,Stock_41621
s3555,2677,8095,403,Stock_3555
s55776,2678,644,207,Stock_55776
s3602,2679,7429,338,Stock_3602
s40262,2680,8368,53,Stock_40262
s36630,2681,8713,162,Stock_36630
s10203,2682,6919,430,Stock_10203
s69034,2683,9141,392,Stock_69034
s1100,2684,9319,118,Stock_1100
s13988,2685,283,387,Stock_13988
s30218,2686,9984,486,Stock_30218
s55729,2687,7300,176,Stock_55729
s7609,2688,414,202,Stock_7609
s67006,2689,7818,247,Stock_67006
s1194,2690,4298,284,Stock_1194
s37912,2691,4906,240,Stock_37912
s20354,2692,8925,54,Stock_20354
s10595,2693,3412,174,Stock_10595
s67839,2694,5277,232,Stock_67839
s61953,2695,7359,166,Stock_61953
s30455,2696,7581,160,Stock_30455
s19472,2697,3122,281,Stock_19472
s63180,2698,4390,281,Stock_63180
s63348,2699,4589,272,Stock_63348
s37909,2700,2081,142,Stock_37909
s58748,2701,743,76,Stock_58748
s49707,2702,3527,132,Stock_49707
s20161,2703,1033,358,Stock_20161
s41420,2704,4207,207,Stock_41420
s41122,2705,6832,287,Stock_41122
s42210,2706,8796,363,Stock_42210
s4134,2707,5805,78,Stock_4134
s21677,2708,879,138,Stock_21677
s13830,2709,8783,313,Stock_13830
s36830,2710,705,159,Stock_36830
s28736,2711,3258,471,Stock_28736
s61832,2712,4291,217,Stock_61832
s22767,2713,4944,444,Stock_22767
s39405,2714,1934,272,Stock_39405
s34823,2715,4818,130,Stock_34823
s64175,2716,5369,269,Stock_64175
s23285,2717,7768,472,Stock_23285
s48681,2718,3181,271,Stock_48681
s13184,2719,201,92,Stock_13184
s22850,2720,3206,241,Stock_22850
s17940,2721,8595,473,Stock_17940
s26569,2722,3926,248,Stock_26569
s1186,2723,3613,78,Stock_1186
s12913,2724,6805,499,Stock_12913
s66736,2725,352,183,Stock_66736
s60310,2726,1264,235,Stock_60310
s31257,2727,984,459,Stock_31257
s43182,2728,900,124,Stock_43182
s54121,2729,4973,89,Stock_54121
s24399,2730,3984,239,Stock_24399
s6267,2731,604,223,Stock_6267
s41732,2732,6592,398,Stock_41732
s47668,2733,2111,89,Stock_47668
s31380,2734,9731,97,Stock_31380
s56933,2735,4046,247,Stock_56933
s58684,2736,175,309,Stock_58684
s60999,2737,1219,493,Stock_60999
s22983,2738,2632,246,Stock_22983
s15599,2739,2522,293,Stock_15599
s60404,2740,3724,373,Stock_60404
s12636,2741,429,95,Stock_12636
s68196,2742,6658,261,Stock_68196
s55638,2743,7725,177,Stock_55638
s66073,2744,8572,387,Stock_66073
s65674,2745,2752,115,Stock_65674
s33411,2746,6105,428,Stock_33411
s18965,2747,3505,65,Stock_18965
s3874,2748,6170,239,Stock_3874
s45357,2749,5373,124,Stock_45357
s36133,2750,9194,204,Stock_36133
s1939,2751,919,474,Stock_1939
s18706,2752,5551,373,Stock_18706
s56076,2753,9082,195,Stock_56076
s11851,2754,961,195,Stock_11851
s4557,2755,8199,146,Stock_4557
s15497,2756,7880,175,Stock_15497
s32964,2757,1333,286,Stock_32964
s20101,2758,7250,61,Stock_20101
s62567,2759,4125,458,Stock_62567
s1922,2760,7183,204,Stock_1922
s44669,2761,8651,452,Stock_44669
s10351,2762,1922,111,Stock_10351
s23537,2763,1882,329,Stock_23537
s58251,2764,305,172,Stock_58251
s38918,2765,739,224,Stock_38918
s26394,2766,8589,59,Stock_26394
s59923,2767,2602,161,Stock_59923
s3976,2768,9769,372,Stock_3976
s47158,2769,2999,157,Stock_47158
s36577,2770,6024,417,Stock_36577
s59130,2771,6365,58,Stock_59130
s65566,2772,3283,213,Stock_65566
s36345,2773,6851,307,Stock_36345
s25872,2774,2699,238,Stock_25872
s3360,2775,5576,343,Stock_3360
s19914,2776,2079,414,Stock_19914
s61109,2777,8514,339,Stock_61109
s48325,2778,9019,224,Stock_48325
s33272,2779,3740,355,Stock_33272
s1798,2780,3094,491,Stock_1798
s60096,2781,3856,161,Stock_60096
s46744,2782,7700,295,Stock_46744
s54208,2783,1933,493,Stock_54208
s4964,2784,6750,182,Stock_4964
s41233,2785,3448,392,Stock_41233
s29574,2786,7756,219,Stock_29574
s15262,2787,1330,164,Stock_15262
s23538,2788,7754,114,Stock_23538
s45889,2789,1397,69,Stock_45889
s23323,2790,1765,175,Stock_23323
s22932,2791,5379,177,Stock_22932
s59154,2792,8767,396,Stock_59154
s8730,2793,4601,449,Stock_8730
s10380,2794,8397,243,Stock_10380
s8428,2795,4999,406,Stock_8428
s1599,2796,2912,61,Stock_1599
s5431,2797,2882,402,Stock_5431
s36601,2798,565,326,Stock_36601
s4949,2799,4389,141,Stock_4949
s69625,2800,1150,449,Stock_69625
s47611,2801,3551,181,Stock_47611
s15569,2802,8666,126,Stock_15569
s65470,2803,6041,60,Stock_65470
s14734,2804,4925,460,Stock_14734
s60539,2805,619,419,Stock_60539
s26893,2806,7239,430,Stock_26893
s5476,2807,5996,456,Stock_5476
s55719,2808,8545,178,Stock_55719
s16341,2809,5113,173,Stock_16341
s17223,2810,6711,61,Stock_17223
s47094,2811,788,458,Stock_47094
s52200,2812,9104,123,Stock_52200
s19751,2813,3961,473,Stock_19751
s33697,2814,8005,177,Stock_33697
s10513,2815,3320,405,Stock_10513
s3586,2816,3722,110,Stock_3586
s34112,2817,452,220,Stock_34112
s28409,2818,2954,435,Stock_28409
s20629,2819,6029,464,Stock_20629
s67143,2820,8280,427,Stock_67143
s2046,2821,8343,94,Stock_2046
s6390,2822,8043,431,Stock_6390
s52242,2823,5127,124,Stock_52242
s58752,2824,4841,349,Stock_58752
s63496,2825,7099,158,Stock_63496
s48112,2826,2991,149,Stock_48112
s17671,2827,3389,247,Stock_17671
s8057,2828,3234,202,Stock_8057
s52794,2829,9737,224,Stock_52794
s50059,2830,2374,132,Stock_50059
s12055,2831,3450,481,Stock_12055
s59315,2832,4514,365,Stock_59315
s66840,2833,3753,257,Stock_66840
s42667,2834,7855,372,Stock_42667
s2325,2835,3074,331,Stock_2325
s3221,2836,5986,320,Stock_3221
s17726,2837,6355,436,Stock_17726
s68396,2838,6055,290,Stock_68396
s9581,2839,2812,227,Stock_9581
s23634,2840,2918,377,Stock_23634
s63013,2841,4944,432,Stock_63013
s34784,2842,2956,419,Stock_34784
s47146,2843,6368,248,Stock_47146
s58576,2844,2594,356,Stock_58576
s19471,2845,8627,97,Stock_19471
s25564,2846,8672,127,Stock_25564
s13809,2847,2116,90,Stock_13809
s61447,2848,117,395,Stock_61447
s3047,2849,3620,102,Stock_3047
s13899,2850,5870,361,Stock_13899
s58991,2851,7318,50,Stock_58991
s36390,2852,8419,324,Stock_36390
s16169,2853,3085,70,Stock_16169
s20090,2854,3762,291,Stock_20090
s45052,2855,8739,135,Stock_45052
s292,2856,529,325,Stock_292
s44770,2857,1527,227,Stock_44770
s21210,2858,4095,93,Stock_21210
s966,2859,2458,240,Stock_966
s877,2860,9584,497,Stock_877
s64897,2861,423,468,Stock_64897
s44895,2862,8647,498,Stock_44895
s9359,2863,2597,320,Stock_9359
s64088,2864,1834,67,Stock_64088
s11219,2865,8423,241,Stock_11219
s3792,2866,6878,176,Stock_3792
s25740,2867,6990,261,Stock_25740
s37314,2868,3960,52,Stock_37314
s25127,2869,286,406,Stock_25127
s42084,2870,7768,321,Stock_42084
s3368,2871,2970,289,Stock_3368
s2598,2872,3816,198,Stock_2598
s55876,2873,2644,396,Stock_55876
s55955,2874,1386,110,Stock_55955
s60244,2875,1586,132,Stock_60244
s8511,2876,241,126,Stock_8511
s65165,2877,8080,101,Stock_65165
s54779,2878,5538,77,Stock_54779
s3385,2879,7460,201,Stock_3385
s1041,2880,3495,116,Stock_1041
s69546,2881,8627,103,Stock_69546
s49612,2882,3318,54,Stock_49612
s39223,2883,9236,312,Stock_39223
s48317,2884,540,414,Stock_48317
s20848,2885,7488,143,Stock_20848
s20551,2886,7410,116,Stock_20551
s64891,2887,4309,282,Stock_64891
s19767,2888,3363,343,Stock_19767
s65615,2889,5416,132,Stock_65615
s30629,2890,4130,104,Stock_30629
s52555,2891,7142,53,Stock_52555
s21654,2892,7163,102,Stock_21654
s3623,2893,2911,447,Stock_3623
s47349,2894,6975,350,Stock_47349
s17141,2895,1432,472,Stock_17141
s51238,2896,7512,386,Stock_51238
s1695,2897,8978,396,Stock_1695
s69611,2898,6855,147,Stock_69611
s58736,2899,4122,288,Stock_58736
s10869,2900,5516,378,Stock_10869
s46755,2901,2996,83,Stock_46755
s56566,2902,2319,186,Stock_56566
s39519,2903,3356,121,Stock_39519
s13877,2904,4253,354,Stock_13877
s29983,2905,2121,366,Stock_29983
s27103,2906,3992,421,Stock_27103
s63897,2907,4672,363,Stock_63897
s19647,2908,8121,315,Stock_19647
s50024,2909,5024,485,Stock_50024
s26787,2910,9382,289,Stock_26787
s38787,2911,9186,72,Stock_38787
s49374,2912,9027,371,Stock_49374
s15955,2913,6739,136,Stock_15955
s3861,2914,3457,334,Stock_3861
s1155,2915,8119,336,Stock_1155
s50169,2916,5222,80,Stock_50169
s24095,2917,5040,280,Stock_24095
s53891,2918,8367,74,Stock_53891
s28984,2919,8181,316,Stock_28984
s1932,2920,4164,71,Stock_1932
s15834,2921,9395,261,Stock_15834
s28324,2922,2969,412,Stock_28324
s31352,2923,6418,173,Stock_31352
s41196,2924,9393,291,Stock_41196
s40357,2925,8920,208,Stock_40357
s10793,2926,1360,270,Stock_10793
s45993,2927,6740,51,Stock_45993
s52951,2928,9512,396,Stock_52951
s47262,2929,404,334,Stock_47262
